id,Ages1_urbanrural%urban,Ages1_urbanrural%rural,s2_hh_size%hhsize_1,s2_hh_size%hhsize_2,s2_hh_size%hhsize_3,s2_hh_size%hhsize_4,s2_hh_size%hhsize_5,s2_hh_size%hhsize_6,s2_hh_size%hhsize_7,s2_hh_size%hhsize_8,s3_hhtenure%owned_outright,s3_hhtenure%owned_mortgage,s3_hhtenure%private_rented,s3_hhtenure%social_rented
749047226,1,0,1,0,0,0,0,0,0,0,1,0,0,0
749060826,1,0,0,1,0,0,0,0,0,0,1,0,0,0
749067626,1,0,0,1,0,0,0,0,0,0,1,0,0,0
749074426,0,1,0,1,0,0,0,0,0,0,1,0,0,0
749081226,0,1,0,1,0,0,0,0,0,0,1,0,0,0
749094826,1,0,0,0,1,0,0,0,0,0,1,0,0,0
749101626,1,0,0,0,1,0,0,0,0,0,1,0,0,0
749115226,1,0,0,1,0,0,0,0,0,0,1,0,0,0
749122026,1,0,0,0,1,0,0,0,0,0,0,0,0,1
749128826,0,1,0,1,0,0,0,0,0,0,0,1,0,0
749162826,1,0,0,1,0,0,0,0,0,0,1,0,0,0
749169626,1,0,0,1,0,0,0,0,0,0,1,0,0,0
749176426,1,0,0,1,0,0,0,0,0,0,0,0,0,1
749183226,0,1,0,1,0,0,0,0,0,0,1,0,0,0
749190026,1,0,0,0,0,0,0,1,0,0,1,0,0,0
749196826,0,1,0,1,0,0,0,0,0,0,0,1,0,0
749203626,0,1,0,1,0,0,0,0,0,0,0,1,0,0
749217226,1,0,1,0,0,0,0,0,0,0,0,1,0,0
749224026,0,1,0,1,0,0,0,0,0,0,1,0,0,0
749230826,1,0,0,1,0,0,0,0,0,0,1,0,0,0
749237626,1,0,0,0,1,0,0,0,0,0,0,1,0,0
749244426,1,0,0,1,0,0,0,0,0,0,1,0,0,0
749258026,1,0,0,0,1,0,0,0,0,0,1,0,0,0
749264826,1,0,0,1,0,0,0,0,0,0,1,0,0,0
749271626,1,0,0,0,1,0,0,0,0,0,0,1,0,0
749285226,1,0,0,0,0,0,1,0,0,0,0,1,0,0
749298826,1,0,0,1,0,0,0,0,0,0,1,0,0,0
749319226,1,0,0,1,0,0,0,0,0,0,0,0,1,0
749326026,1,0,0,1,0,0,0,0,0,0,0,0,1,0
749332826,1,0,0,0,1,0,0,0,0,0,0,1,0,0
749339626,1,0,1,0,0,0,0,0,0,0,0,0,0,1
749346426,1,0,0,0,1,0,0,0,0,0,0,1,0,0
749353226,1,0,1,0,0,0,0,0,0,0,0,0,0,1
749360026,1,0,0,1,0,0,0,0,0,0,0,1,0,0
749366826,1,0,0,0,0,1,0,0,0,0,0,0,1,0
749373626,1,0,0,0,0,1,0,0,0,0,0,1,0,0
749380426,1,0,1,0,0,0,0,0,0,0,0,0,1,0
749387226,1,0,0,1,0,0,0,0,0,0,1,0,0,0
749400826,1,0,0,0,1,0,0,0,0,0,0,1,0,0
749414426,1,0,1,0,0,0,0,0,0,0,1,0,0,0
749434826,1,0,0,1,0,0,0,0,0,0,0,0,1,0
749455226,1,0,0,0,0,1,0,0,0,0,0,0,0,1
749468826,0,1,0,0,1,0,0,0,0,0,0,0,1,0
749475626,0,1,1,0,0,0,0,0,0,0,0,0,1,0
749482426,0,1,0,1,0,0,0,0,0,0,0,0,1,0
749489226,0,1,1,0,0,0,0,0,0,0,1,0,0,0
749496026,0,1,1,0,0,0,0,0,0,0,0,0,1,0
749502826,0,1,0,1,0,0,0,0,0,0,1,0,0,0
749509626,0,1,0,1,0,0,0,0,0,0,1,0,0,0
749516426,1,0,0,1,0,0,0,0,0,0,1,0,0,0
749517106,1,0,0,1,0,0,0,0,0,0,0,1,0,0
749530026,1,0,1,0,0,0,0,0,0,0,1,0,0,0
749543626,1,0,0,1,0,0,0,0,0,0,0,1,0,0
749550426,1,0,0,1,0,0,0,0,0,0,0,1,0,0
749557226,1,0,0,1,0,0,0,0,0,0,0,1,0,0
749564026,1,0,0,1,0,0,0,0,0,0,1,0,0,0
749577626,1,0,0,1,0,0,0,0,0,0,1,0,0,0
749598026,0,1,1,0,0,0,0,0,0,0,1,0,0,0
749618426,1,0,0,0,0,1,0,0,0,0,0,1,0,0
749625226,1,0,0,0,0,1,0,0,0,0,0,1,0,0
749632026,1,0,0,0,0,0,1,0,0,0,0,1,0,0
749645626,1,0,0,1,0,0,0,0,0,0,1,0,0,0
749659226,1,0,1,0,0,0,0,0,0,0,1,0,0,0
749672826,1,0,0,0,1,0,0,0,0,0,0,1,0,0
749686426,1,0,0,0,0,0,1,0,0,0,0,1,0,0
749700026,1,0,0,0,0,0,1,0,0,0,0,1,0,0
749713626,1,0,0,0,0,0,1,0,0,0,0,1,0,0
749720426,0,1,0,1,0,0,0,0,0,0,0,1,0,0
749734026,1,0,0,0,0,1,0,0,0,0,0,1,0,0
749740826,1,0,0,0,0,1,0,0,0,0,0,1,0,0
749754426,1,0,0,1,0,0,0,0,0,0,1,0,0,0
749761226,1,0,1,0,0,0,0,0,0,0,1,0,0,0
749781626,1,0,0,0,0,1,0,0,0,0,0,1,0,0
749808826,0,1,0,0,1,0,0,0,0,0,1,0,0,0
749815626,1,0,0,1,0,0,0,0,0,0,1,0,0,0
749822426,1,0,1,0,0,0,0,0,0,0,1,0,0,0
749829226,1,0,1,0,0,0,0,0,0,0,1,0,0,0
749836026,1,0,1,0,0,0,0,0,0,0,0,0,0,1
749856426,1,0,1,0,0,0,0,0,0,0,0,0,0,1
749863226,0,1,0,0,0,1,0,0,0,0,0,0,0,1
749870026,1,0,0,0,0,1,0,0,0,0,0,1,0,0
749876826,1,0,0,1,0,0,0,0,0,0,0,0,0,1
749883626,0,1,0,1,0,0,0,0,0,0,1,0,0,0
749890426,1,0,0,1,0,0,0,0,0,0,1,0,0,0
749904026,0,1,0,0,1,0,0,0,0,0,1,0,0,0
749910826,0,1,1,0,0,0,0,0,0,0,0,1,0,0
749924426,1,0,1,0,0,0,0,0,0,0,1,0,0,0
749938026,1,0,1,0,0,0,0,0,0,0,0,1,0,0
749951626,1,0,0,1,0,0,0,0,0,0,1,0,0,0
749958426,1,0,0,0,1,0,0,0,0,0,0,1,0,0
749965226,1,0,0,0,1,0,0,0,0,0,1,0,0,0
749972026,0,1,0,0,1,0,0,0,0,0,0,1,0,0
749978826,0,1,0,0,0,0,0,1,0,0,0,1,0,0
749985626,0,1,0,1,0,0,0,0,0,0,1,0,0,0
750006026,0,1,0,0,1,0,0,0,0,0,0,0,0,1
750012826,1,0,0,1,0,0,0,0,0,0,0,0,0,1
750019626,0,1,0,0,1,0,0,0,0,0,1,0,0,0
750026426,0,1,0,0,1,0,0,0,0,0,1,0,0,0
750033226,0,1,0,0,1,0,0,0,0,0,1,0,0,0
750040026,1,0,0,0,0,0,1,0,0,0,1,0,0,0
750046826,0,1,1,0,0,0,0,0,0,0,1,0,0,0
750053626,0,1,1,0,0,0,0,0,0,0,0,0,1,0
750067226,1,0,0,0,0,1,0,0,0,0,0,1,0,0
750087626,1,0,0,0,0,0,0,0,1,0,0,0,1,0
750101226,1,0,0,1,0,0,0,0,0,0,1,0,0,0
750108026,1,0,0,1,0,0,0,0,0,0,0,1,0,0
750114826,1,0,0,1,0,0,0,0,0,0,1,0,0,0
750121626,0,1,0,0,0,1,0,0,0,0,0,1,0,0
750128426,1,0,0,1,0,0,0,0,0,0,0,1,0,0
750135226,1,0,0,0,0,1,0,0,0,0,0,1,0,0
750155626,0,1,0,1,0,0,0,0,0,0,1,0,0,0
750182826,0,1,0,0,0,0,1,0,0,0,1,0,0,0
750189626,1,0,1,0,0,0,0,0,0,0,0,0,0,1
750196426,1,0,0,1,0,0,0,0,0,0,0,0,0,1
750216826,1,0,1,0,0,0,0,0,0,0,0,1,0,0
750223626,1,0,1,0,0,0,0,0,0,0,1,0,0,0
750237226,1,0,0,1,0,0,0,0,0,0,1,0,0,0
750244026,1,0,0,0,0,1,0,0,0,0,0,0,0,1
750278026,0,1,0,0,1,0,0,0,0,0,0,1,0,0
750284826,0,1,1,0,0,0,0,0,0,0,1,0,0,0
750291626,0,1,0,0,1,0,0,0,0,0,0,0,0,1
750298426,0,1,0,1,0,0,0,0,0,0,1,0,0,0
750312026,1,0,0,1,0,0,0,0,0,0,1,0,0,0
750318826,0,1,0,1,0,0,0,0,0,0,1,0,0,0
750325626,1,0,1,0,0,0,0,0,0,0,0,0,0,1
750346026,1,0,1,0,0,0,0,0,0,0,1,0,0,0
750352826,1,0,1,0,0,0,0,0,0,0,1,0,0,0
750373226,0,1,0,0,0,1,0,0,0,0,0,1,0,0
750380026,0,1,0,1,0,0,0,0,0,0,0,1,0,0
750393626,0,1,0,1,0,0,0,0,0,0,0,1,0,0
750400426,1,0,0,1,0,0,0,0,0,0,0,1,0,0
750407226,1,0,0,0,0,0,0,0,1,0,0,0,1,0
750414026,1,0,0,0,1,0,0,0,0,0,0,1,0,0
750420826,0,1,0,1,0,0,0,0,0,0,0,1,0,0
750434426,0,1,0,1,0,0,0,0,0,0,1,0,0,0
750441226,0,1,0,1,0,0,0,0,0,0,1,0,0,0
750448026,0,1,0,1,0,0,0,0,0,0,1,0,0,0
750454826,0,1,0,1,0,0,0,0,0,0,1,0,0,0
750461626,0,1,0,0,0,1,0,0,0,0,0,1,0,0
750468426,0,1,1,0,0,0,0,0,0,0,1,0,0,0
750475226,1,0,1,0,0,0,0,0,0,0,1,0,0,0
750488826,0,1,0,1,0,0,0,0,0,0,1,0,0,0
750495626,0,1,1,0,0,0,0,0,0,0,1,0,0,0
750502426,1,0,0,1,0,0,0,0,0,0,1,0,0,0
750509226,1,0,0,1,0,0,0,0,0,0,1,0,0,0
750529626,1,0,0,1,0,0,0,0,0,0,0,1,0,0
750536426,1,0,0,0,1,0,0,0,0,0,0,1,0,0
750543226,1,0,0,1,0,0,0,0,0,0,0,1,0,0
750550026,1,0,0,1,0,0,0,0,0,0,0,1,0,0
750556826,1,0,0,0,1,0,0,0,0,0,1,0,0,0
750563626,1,0,0,0,1,0,0,0,0,0,0,0,0,1
750584026,1,0,0,0,1,0,0,0,0,0,0,1,0,0
750590826,1,0,1,0,0,0,0,0,0,0,1,0,0,0
750597626,0,1,1,0,0,0,0,0,0,0,1,0,0,0
750604426,1,0,0,0,0,0,1,0,0,0,0,1,0,0
750611226,1,0,0,1,0,0,0,0,0,0,0,0,0,1
750618026,1,0,1,0,0,0,0,0,0,0,0,0,1,0
750624826,1,0,0,0,0,1,0,0,0,0,0,1,0,0
750631626,1,0,1,0,0,0,0,0,0,0,0,1,0,0
750638426,1,0,0,1,0,0,0,0,0,0,1,0,0,0
750645226,1,0,0,0,0,1,0,0,0,0,1,0,0,0
750652026,1,0,0,0,0,1,0,0,0,0,0,1,0,0
750665626,1,0,0,1,0,0,0,0,0,0,1,0,0,0
750672426,1,0,0,0,0,1,0,0,0,0,0,1,0,0
750679226,1,0,0,1,0,0,0,0,0,0,1,0,0,0
750686026,1,0,1,0,0,0,0,0,0,0,0,0,0,1
750692826,1,0,0,0,0,1,0,0,0,0,1,0,0,0
750699626,1,0,1,0,0,0,0,0,0,0,0,0,1,0
750706426,1,0,0,0,0,0,1,0,0,0,0,1,0,0
750713226,1,0,1,0,0,0,0,0,0,0,0,1,0,0
750720026,1,0,0,1,0,0,0,0,0,0,1,0,0,0
750726826,1,0,0,1,0,0,0,0,0,0,0,1,0,0
750733626,1,0,1,0,0,0,0,0,0,0,0,0,1,0
750747226,1,0,0,1,0,0,0,0,0,0,1,0,0,0
750754026,1,0,0,0,0,0,1,0,0,0,0,1,0,0
750767626,1,0,0,0,0,1,0,0,0,0,0,0,0,1
750774426,1,0,1,0,0,0,0,0,0,0,0,0,0,1
750781226,1,0,0,1,0,0,0,0,0,0,1,0,0,0
750788026,0,1,1,0,0,0,0,0,0,0,1,0,0,0
750794826,0,1,0,0,1,0,0,0,0,0,0,0,1,0
750808426,1,0,1,0,0,0,0,0,0,0,1,0,0,0
750828826,1,0,0,0,0,0,1,0,0,0,0,1,0,0
750835626,0,1,0,1,0,0,0,0,0,0,0,1,0,0
750842426,1,0,0,0,1,0,0,0,0,0,1,0,0,0
750849226,0,1,0,0,0,1,0,0,0,0,0,1,0,0
750856026,1,0,0,1,0,0,0,0,0,0,1,0,0,0
750876426,1,0,0,1,0,0,0,0,0,0,1,0,0,0
750890026,1,0,0,0,0,1,0,0,0,0,0,1,0,0
750896826,1,0,0,0,0,0,1,0,0,0,0,1,0,0
750903626,1,0,0,0,1,0,0,0,0,0,0,0,0,1
750910426,1,0,1,0,0,0,0,0,0,0,1,0,0,0
750917226,1,0,0,0,0,1,0,0,0,0,0,0,0,1
750924026,1,0,0,1,0,0,0,0,0,0,1,0,0,0
750937626,1,0,0,1,0,0,0,0,0,0,1,0,0,0
750951226,0,1,0,1,0,0,0,0,0,0,1,0,0,0
750958026,0,1,0,0,1,0,0,0,0,0,1,0,0,0
750971626,1,0,0,0,0,1,0,0,0,0,1,0,0,0
750978426,1,0,0,0,0,1,0,0,0,0,0,1,0,0
750985226,1,0,1,0,0,0,0,0,0,0,1,0,0,0
750992026,1,0,1,0,0,0,0,0,0,0,1,0,0,0
750998826,1,0,1,0,0,0,0,0,0,0,0,0,1,0
751005626,1,0,0,0,0,1,0,0,0,0,0,0,1,0
751012426,1,0,1,0,0,0,0,0,0,0,1,0,0,0
751019226,1,0,1,0,0,0,0,0,0,0,0,0,0,1
751026026,1,0,0,0,1,0,0,0,0,0,0,1,0,0
751032826,1,0,1,0,0,0,0,0,0,0,1,0,0,0
751039626,1,0,1,0,0,0,0,0,0,0,0,0,1,0
751046426,1,0,1,0,0,0,0,0,0,0,1,0,0,0
751053226,0,1,0,1,0,0,0,0,0,0,0,1,0,0
751060026,1,0,0,1,0,0,0,0,0,0,0,1,0,0
751066826,1,0,1,0,0,0,0,0,0,0,0,1,0,0
751073626,1,0,0,1,0,0,0,0,0,0,1,0,0,0
751080426,1,0,0,1,0,0,0,0,0,0,0,1,0,0
751087226,1,0,0,0,0,1,0,0,0,0,0,1,0,0
751094026,0,1,0,0,0,1,0,0,0,0,0,1,0,0
751100826,1,0,1,0,0,0,0,0,0,0,1,0,0,0
751107626,1,0,0,1,0,0,0,0,0,0,1,0,0,0
751114426,1,0,0,1,0,0,0,0,0,0,1,0,0,0
751121226,1,0,0,1,0,0,0,0,0,0,0,1,0,0
751128026,1,0,0,1,0,0,0,0,0,0,0,0,1,0
751134826,1,0,0,1,0,0,0,0,0,0,0,0,1,0
751141626,1,0,1,0,0,0,0,0,0,0,0,1,0,0
751148426,1,0,0,0,0,1,0,0,0,0,0,0,1,0
751155226,0,1,0,1,0,0,0,0,0,0,0,0,0,1
751168826,0,1,0,0,1,0,0,0,0,0,0,0,0,1
751182426,1,0,0,1,0,0,0,0,0,0,0,0,0,1
751189226,1,0,0,1,0,0,0,0,0,0,1,0,0,0
751196026,1,0,0,0,0,0,1,0,0,0,0,1,0,0
751202826,1,0,0,0,1,0,0,0,0,0,0,0,1,0
751209626,0,1,0,1,0,0,0,0,0,0,1,0,0,0
751216426,0,1,0,0,1,0,0,0,0,0,1,0,0,0
751223226,1,0,1,0,0,0,0,0,0,0,0,0,1,0
751230026,0,1,1,0,0,0,0,0,0,0,1,0,0,0
751243626,1,0,0,1,0,0,0,0,0,0,1,0,0,0
751250426,0,1,0,0,0,1,0,0,0,0,0,1,0,0
751270826,0,1,0,0,1,0,0,0,0,0,0,1,0,0
751284426,1,0,0,1,0,0,0,0,0,0,1,0,0,0
751291226,0,1,0,1,0,0,0,0,0,0,0,0,1,0
751298026,0,1,1,0,0,0,0,0,0,0,0,1,0,0
751311626,1,0,0,1,0,0,0,0,0,0,1,0,0,0
751318426,1,0,0,0,1,0,0,0,0,0,0,1,0,0
751325226,1,0,0,1,0,0,0,0,0,0,0,0,1,0
751338826,1,0,0,0,1,0,0,0,0,0,0,0,1,0
751345626,1,0,1,0,0,0,0,0,0,0,0,0,0,1
751352426,1,0,1,0,0,0,0,0,0,0,0,0,0,1
751359226,0,1,0,1,0,0,0,0,0,0,1,0,0,0
751366026,0,1,1,0,0,0,0,0,0,0,0,0,1,0
751372826,0,1,0,1,0,0,0,0,0,0,1,0,0,0
751379626,0,1,0,0,1,0,0,0,0,0,0,1,0,0
751413626,1,0,0,1,0,0,0,0,0,0,0,0,0,1
751434026,1,0,0,1,0,0,0,0,0,0,0,0,1,0
751447626,1,0,0,0,1,0,0,0,0,0,1,0,0,0
751461226,1,0,1,0,0,0,0,0,0,0,0,0,1,0
751474826,0,1,0,1,0,0,0,0,0,0,0,0,0,1
751495226,0,1,0,1,0,0,0,0,0,0,1,0,0,0
751508826,0,1,0,1,0,0,0,0,0,0,1,0,0,0
751515626,1,0,0,1,0,0,0,0,0,0,0,1,0,0
751529226,1,0,0,0,0,1,0,0,0,0,0,1,0,0
751556426,1,0,0,0,1,0,0,0,0,0,0,1,0,0
751563226,1,0,1,0,0,0,0,0,0,0,0,0,0,1
751570026,1,0,0,0,0,0,1,0,0,0,1,0,0,0
751597226,1,0,0,0,0,0,0,1,0,0,0,1,0,0
751610826,1,0,0,1,0,0,0,0,0,0,0,1,0,0
751631226,1,0,0,0,0,0,0,1,0,0,0,0,0,1
751644826,1,0,1,0,0,0,0,0,0,0,0,0,1,0
751672026,1,0,0,0,0,0,1,0,0,0,0,0,1,0
751678826,1,0,1,0,0,0,0,0,0,0,1,0,0,0
751685626,1,0,0,0,0,0,0,1,0,0,1,0,0,0
751692426,1,0,0,0,1,0,0,0,0,0,0,0,0,1
751699226,1,0,0,0,0,1,0,0,0,0,0,1,0,0
751726426,1,0,1,0,0,0,0,0,0,0,1,0,0,0
751746826,1,0,0,0,0,1,0,0,0,0,1,0,0,0
751787626,1,0,0,0,0,1,0,0,0,0,0,0,0,1
751801226,1,0,0,0,0,0,1,0,0,0,0,1,0,0
751808026,1,0,0,0,1,0,0,0,0,0,1,0,0,0
751848826,1,0,0,0,0,1,0,0,0,0,1,0,0,0
751855626,1,0,0,0,1,0,0,0,0,0,0,1,0,0
751862426,1,0,1,0,0,0,0,0,0,0,0,0,1,0
751876026,1,0,1,0,0,0,0,0,0,0,0,0,1,0
751882826,1,0,0,0,0,1,0,0,0,0,0,1,0,0
751916826,1,0,0,0,1,0,0,0,0,0,1,0,0,0
751937226,1,0,0,0,0,0,1,0,0,0,0,0,0,1
751944026,1,0,0,0,0,0,0,1,0,0,0,0,0,1
751950826,1,0,0,0,0,1,0,0,0,0,1,0,0,0
751965106,1,0,0,0,1,0,0,0,0,0,0,1,0,0
751971226,1,0,0,0,1,0,0,0,0,0,0,1,0,0
751978026,1,0,0,1,0,0,0,0,0,0,0,1,0,0
751984826,1,0,0,1,0,0,0,0,0,0,1,0,0,0
751991626,1,0,0,1,0,0,0,0,0,0,0,1,0,0
751998426,0,1,1,0,0,0,0,0,0,0,1,0,0,0
752012026,1,0,0,1,0,0,0,0,0,0,1,0,0,0
752018826,0,1,0,0,0,0,1,0,0,0,0,1,0,0
752032426,0,1,1,0,0,0,0,0,0,0,1,0,0,0
752046026,1,0,0,1,0,0,0,0,0,0,1,0,0,0
752052826,1,0,0,1,0,0,0,0,0,0,1,0,0,0
752059626,1,0,0,1,0,0,0,0,0,0,0,0,1,0
752073226,1,0,1,0,0,0,0,0,0,0,0,0,0,1
752080026,0,1,0,0,0,1,0,0,0,0,0,1,0,0
752086826,0,1,0,1,0,0,0,0,0,0,1,0,0,0
752093626,1,0,0,0,1,0,0,0,0,0,0,1,0,0
752107226,0,1,1,0,0,0,0,0,0,0,1,0,0,0
752114026,0,1,1,0,0,0,0,0,0,0,0,0,1,0
752120826,1,0,0,0,0,1,0,0,0,0,0,1,0,0
752127626,1,0,1,0,0,0,0,0,0,0,0,0,0,1
752148026,0,1,1,0,0,0,0,0,0,0,0,0,0,1
752175226,1,0,1,0,0,0,0,0,0,0,0,0,0,1
752182026,1,0,1,0,0,0,0,0,0,0,0,1,0,0
752188826,1,0,1,0,0,0,0,0,0,0,0,0,0,1
752195626,0,1,0,0,0,1,0,0,0,0,0,1,0,0
752202426,0,1,1,0,0,0,0,0,0,0,1,0,0,0
752222826,1,0,0,1,0,0,0,0,0,0,1,0,0,0
752229626,0,1,1,0,0,0,0,0,0,0,1,0,0,0
752236426,1,0,1,0,0,0,0,0,0,0,0,0,1,0
752243226,0,1,1,0,0,0,0,0,0,0,1,0,0,0
752250026,0,1,0,1,0,0,0,0,0,0,1,0,0,0
752263626,0,1,0,1,0,0,0,0,0,0,0,1,0,0
752270426,1,0,0,1,0,0,0,0,0,0,0,1,0,0
752271106,1,0,1,0,0,0,0,0,0,0,0,1,0,0
752284026,1,0,1,0,0,0,0,0,0,0,1,0,0,0
752290826,0,1,0,1,0,0,0,0,0,0,0,0,1,0
752297626,0,1,0,1,0,0,0,0,0,0,1,0,0,0
752304426,0,1,1,0,0,0,0,0,0,0,1,0,0,0
752318026,1,0,0,0,0,1,0,0,0,0,0,0,1,0
752324826,1,0,0,0,0,0,1,0,0,0,0,1,0,0
752331626,1,0,0,0,0,1,0,0,0,0,0,1,0,0
752345226,0,1,0,1,0,0,0,0,0,0,1,0,0,0
752352026,0,1,1,0,0,0,0,0,0,0,1,0,0,0
752358826,0,1,0,0,0,0,1,0,0,0,0,1,0,0
752365626,1,0,0,1,0,0,0,0,0,0,0,1,0,0
752372426,0,1,0,1,0,0,0,0,0,0,1,0,0,0
752379226,0,1,1,0,0,0,0,0,0,0,0,1,0,0
752392826,1,0,1,0,0,0,0,0,0,0,0,0,0,1
752406426,1,0,1,0,0,0,0,0,0,0,1,0,0,0
752420026,1,0,0,0,0,1,0,0,0,0,0,1,0,0
752426826,1,0,1,0,0,0,0,0,0,0,1,0,0,0
752433626,1,0,0,1,0,0,0,0,0,0,0,1,0,0
752440426,1,0,1,0,0,0,0,0,0,0,1,0,0,0
752447226,0,1,1,0,0,0,0,0,0,0,1,0,0,0
752454026,0,1,0,1,0,0,0,0,0,0,1,0,0,0
752460826,0,1,0,1,0,0,0,0,0,0,1,0,0,0
752467626,1,0,0,1,0,0,0,0,0,0,1,0,0,0
752474426,1,0,0,0,0,0,1,0,0,0,0,0,1,0
752488026,1,0,0,1,0,0,0,0,0,0,0,1,0,0
752494826,1,0,0,1,0,0,0,0,0,0,1,0,0,0
752501626,1,0,1,0,0,0,0,0,0,0,0,0,1,0
752508426,1,0,1,0,0,0,0,0,0,0,1,0,0,0
752522026,1,0,1,0,0,0,0,0,0,0,1,0,0,0
752535626,1,0,0,0,1,0,0,0,0,0,0,1,0,0
752542426,1,0,0,0,0,1,0,0,0,0,1,0,0,0
752543106,1,0,1,0,0,0,0,0,0,0,0,1,0,0
752543786,1,0,1,0,0,0,0,0,0,0,0,0,0,1
752549226,1,0,0,0,0,1,0,0,0,0,0,0,1,0
752556026,0,1,0,1,0,0,0,0,0,0,1,0,0,0
752562826,1,0,0,0,0,1,0,0,0,0,1,0,0,0
752569626,0,1,0,0,1,0,0,0,0,0,0,1,0,0
752576426,0,1,1,0,0,0,0,0,0,0,1,0,0,0
752583226,0,1,0,1,0,0,0,0,0,0,1,0,0,0
752590026,1,0,0,1,0,0,0,0,0,0,0,1,0,0
752603626,1,0,0,1,0,0,0,0,0,0,0,0,0,1
752610426,1,0,0,1,0,0,0,0,0,0,1,0,0,0
752617226,1,0,1,0,0,0,0,0,0,0,0,1,0,0
752624026,1,0,0,0,0,1,0,0,0,0,0,1,0,0
752630826,1,0,0,1,0,0,0,0,0,0,1,0,0,0
752644426,0,1,0,1,0,0,0,0,0,0,1,0,0,0
752651226,0,1,1,0,0,0,0,0,0,0,1,0,0,0
752658026,0,1,0,1,0,0,0,0,0,0,1,0,0,0
752664826,1,0,0,1,0,0,0,0,0,0,1,0,0,0
752671626,1,0,0,1,0,0,0,0,0,0,1,0,0,0
752685226,1,0,0,1,0,0,0,0,0,0,1,0,0,0
752692026,1,0,0,1,0,0,0,0,0,0,1,0,0,0
752698826,1,0,0,1,0,0,0,0,0,0,0,1,0,0
752705626,1,0,0,0,1,0,0,0,0,0,0,1,0,0
752712426,1,0,0,1,0,0,0,0,0,0,0,0,1,0
752719226,1,0,1,0,0,0,0,0,0,0,1,0,0,0
752726026,1,0,0,0,0,1,0,0,0,0,0,1,0,0
752732826,1,0,0,0,1,0,0,0,0,0,1,0,0,0
752739626,1,0,0,1,0,0,0,0,0,0,1,0,0,0
752760026,1,0,1,0,0,0,0,0,0,0,1,0,0,0
752766826,1,0,1,0,0,0,0,0,0,0,1,0,0,0
752773626,1,0,0,1,0,0,0,0,0,0,1,0,0,0
752780426,1,0,0,0,1,0,0,0,0,0,0,1,0,0
752787226,0,1,0,1,0,0,0,0,0,0,0,0,1,0
752794026,0,1,0,1,0,0,0,0,0,0,0,0,1,0
752800826,1,0,0,1,0,0,0,0,0,0,1,0,0,0
752807626,1,0,1,0,0,0,0,0,0,0,0,1,0,0
752821226,1,0,0,1,0,0,0,0,0,0,1,0,0,0
752868826,1,0,1,0,0,0,0,0,0,0,0,1,0,0
752875626,1,0,1,0,0,0,0,0,0,0,1,0,0,0
752882426,1,0,0,1,0,0,0,0,0,0,1,0,0,0
752889226,1,0,0,0,1,0,0,0,0,0,1,0,0,0
752902826,1,0,0,1,0,0,0,0,0,0,0,1,0,0
752909626,1,0,0,0,1,0,0,0,0,0,0,1,0,0
752923226,1,0,0,1,0,0,0,0,0,0,1,0,0,0
752936826,1,0,0,1,0,0,0,0,0,0,1,0,0,0
752943626,1,0,1,0,0,0,0,0,0,0,0,0,1,0
752957226,1,0,1,0,0,0,0,0,0,0,1,0,0,0
752964026,1,0,1,0,0,0,0,0,0,0,1,0,0,0
752970826,1,0,0,0,1,0,0,0,0,0,1,0,0,0
752977626,1,0,0,1,0,0,0,0,0,0,1,0,0,0
752984426,1,0,0,1,0,0,0,0,0,0,0,0,1,0
752991226,1,0,0,1,0,0,0,0,0,0,1,0,0,0
752998026,0,1,0,0,0,1,0,0,0,0,1,0,0,0
753011626,1,0,0,1,0,0,0,0,0,0,1,0,0,0
753025226,1,0,0,0,0,1,0,0,0,0,0,1,0,0
753038826,1,0,1,0,0,0,0,0,0,0,1,0,0,0
753045626,1,0,0,0,1,0,0,0,0,0,1,0,0,0
753052426,1,0,0,1,0,0,0,0,0,0,0,0,1,0
753066026,1,0,0,1,0,0,0,0,0,0,1,0,0,0
753079626,1,0,0,0,1,0,0,0,0,0,0,0,1,0
753093226,0,1,1,0,0,0,0,0,0,0,1,0,0,0
753100026,1,0,1,0,0,0,0,0,0,0,0,0,0,1
753100706,1,0,1,0,0,0,0,0,0,0,0,1,0,0
753113626,1,0,0,0,0,0,1,0,0,0,0,1,0,0
753127226,1,0,0,0,0,1,0,0,0,0,0,1,0,0
753140826,1,0,0,1,0,0,0,0,0,0,0,0,0,1
753161226,0,1,0,0,1,0,0,0,0,0,0,0,0,1
753181626,0,1,0,0,0,1,0,0,0,0,0,0,1,0
753188426,0,1,1,0,0,0,0,0,0,0,1,0,0,0
753195226,0,1,1,0,0,0,0,0,0,0,1,0,0,0
753208826,1,0,0,1,0,0,0,0,0,0,1,0,0,0
753222426,0,1,0,0,0,1,0,0,0,0,1,0,0,0
753236026,1,0,0,1,0,0,0,0,0,0,0,0,0,1
753249626,1,0,0,0,1,0,0,0,0,0,0,1,0,0
753256426,1,0,1,0,0,0,0,0,0,0,1,0,0,0
753270026,1,0,0,1,0,0,0,0,0,0,0,1,0,0
753283626,1,0,0,0,1,0,0,0,0,0,0,1,0,0
753304026,1,0,0,0,1,0,0,0,0,0,0,1,0,0
753310826,0,1,0,0,1,0,0,0,0,0,0,0,0,1
753317626,0,1,0,0,0,1,0,0,0,0,0,0,0,1
753338026,0,1,0,0,1,0,0,0,0,0,0,1,0,0
