hidp,s1_urbanrural,s2_hh_size,s3_hhtenure
749958426,urban,hhsize_3,owned_mortgage
749965226,urban,hhsize_3,owned_outright
749972026,rural,hhsize_3,owned_mortgage
749978826,rural,hhsize_6,owned_mortgage
749985626,rural,hhsize_2,owned_outright
750006026,rural,hhsize_3,social_rented
750012826,urban,hhsize_2,social_rented
750019626,rural,hhsize_3,owned_outright
750026426,rural,hhsize_3,owned_outright
750033226,rural,hhsize_3,owned_outright
750040026,urban,hhsize_5,owned_outright
750046826,rural,hhsize_1,owned_outright
750053626,rural,hhsize_1,private_rented
750067226,urban,hhsize_4,owned_mortgage
750087626,urban,hhsize_7,private_rented
750101226,urban,hhsize_2,owned_outright
750108026,urban,hhsize_2,owned_mortgage
750114826,urban,hhsize_2,owned_outright
750121626,rural,hhsize_4,owned_mortgage
750128426,urban,hhsize_2,owned_mortgage
750135226,urban,hhsize_4,owned_mortgage
750155626,rural,hhsize_2,owned_outright
750182826,rural,hhsize_5,owned_outright
750189626,urban,hhsize_1,social_rented
750196426,urban,hhsize_2,social_rented
750216826,urban,hhsize_1,owned_mortgage
750223626,urban,hhsize_1,owned_outright
750237226,urban,hhsize_2,owned_outright
750244026,urban,hhsize_4,social_rented
750278026,rural,hhsize_3,owned_mortgage
750284826,rural,hhsize_1,owned_outright
750291626,rural,hhsize_3,social_rented
750298426,rural,hhsize_2,owned_outright
750312026,urban,hhsize_2,owned_outright
750318826,rural,hhsize_2,owned_outright
750325626,urban,hhsize_1,social_rented
750346026,urban,hhsize_1,owned_outright
750352826,urban,hhsize_1,owned_outright
750373226,rural,hhsize_4,owned_mortgage
750380026,rural,hhsize_2,owned_mortgage
750393626,rural,hhsize_2,owned_mortgage
750400426,urban,hhsize_2,owned_mortgage
750407226,urban,hhsize_7,private_rented
750414026,urban,hhsize_3,owned_mortgage
750420826,rural,hhsize_2,owned_mortgage
750434426,rural,hhsize_2,owned_outright
750441226,rural,hhsize_2,owned_outright
750448026,rural,hhsize_2,owned_outright
750454826,rural,hhsize_2,owned_outright
750461626,rural,hhsize_4,owned_mortgage
750468426,rural,hhsize_1,owned_outright
750475226,urban,hhsize_1,owned_outright
750488826,rural,hhsize_2,owned_outright
750495626,rural,hhsize_1,owned_outright
750502426,urban,hhsize_2,owned_outright
750509226,urban,hhsize_2,owned_outright
750529626,urban,hhsize_2,owned_mortgage
750536426,urban,hhsize_3,owned_mortgage
750543226,urban,hhsize_2,owned_mortgage
750550026,urban,hhsize_2,owned_mortgage
750556826,urban,hhsize_3,owned_outright
750563626,urban,hhsize_3,social_rented
750584026,urban,hhsize_3,owned_mortgage
750590826,urban,hhsize_1,owned_outright
750597626,rural,hhsize_1,owned_outright
750604426,urban,hhsize_5,owned_mortgage
750611226,urban,hhsize_2,social_rented
750618026,urban,hhsize_1,private_rented
750624826,urban,hhsize_4,owned_mortgage
750631626,urban,hhsize_1,owned_mortgage
750638426,urban,hhsize_2,owned_outright
750645226,urban,hhsize_4,owned_outright
750652026,urban,hhsize_4,owned_mortgage
750665626,urban,hhsize_2,owned_outright
750672426,urban,hhsize_4,owned_mortgage
750679226,urban,hhsize_2,owned_outright
750686026,urban,hhsize_1,social_rented
750692826,urban,hhsize_4,owned_outright
750699626,urban,hhsize_1,private_rented
750706426,urban,hhsize_5,owned_mortgage
750713226,urban,hhsize_1,owned_mortgage
750720026,urban,hhsize_2,owned_outright
750726826,urban,hhsize_2,owned_mortgage
750733626,urban,hhsize_1,private_rented
750747226,urban,hhsize_2,owned_outright
750754026,urban,hhsize_5,owned_mortgage
750767626,urban,hhsize_4,social_rented
750774426,urban,hhsize_1,social_rented
750781226,urban,hhsize_2,owned_outright
750788026,rural,hhsize_1,owned_outright
750794826,rural,hhsize_3,private_rented
750808426,urban,hhsize_1,owned_outright
750828826,urban,hhsize_5,owned_mortgage
750835626,rural,hhsize_2,owned_mortgage
750842426,urban,hhsize_3,owned_outright
750849226,rural,hhsize_4,owned_mortgage
750856026,urban,hhsize_2,owned_outright
750876426,urban,hhsize_2,owned_outright
750890026,urban,hhsize_4,owned_mortgage
750896826,urban,hhsize_5,owned_mortgage
750903626,urban,hhsize_3,social_rented
750910426,urban,hhsize_1,owned_outright
750917226,urban,hhsize_4,social_rented
750924026,urban,hhsize_2,owned_outright
750937626,urban,hhsize_2,owned_outright
750951226,rural,hhsize_2,owned_outright
750958026,rural,hhsize_3,owned_outright
750971626,urban,hhsize_4,owned_outright
750978426,urban,hhsize_4,owned_mortgage
750985226,urban,hhsize_1,owned_outright
750992026,urban,hhsize_1,owned_outright
750998826,urban,hhsize_1,private_rented
751005626,urban,hhsize_4,private_rented
751012426,urban,hhsize_1,owned_outright
751019226,urban,hhsize_1,social_rented
751026026,urban,hhsize_3,owned_mortgage
751032826,urban,hhsize_1,owned_outright
751039626,urban,hhsize_1,private_rented
751046426,urban,hhsize_1,owned_outright
751053226,rural,hhsize_2,owned_mortgage
751060026,urban,hhsize_2,owned_mortgage
751066826,urban,hhsize_1,owned_mortgage
751073626,urban,hhsize_2,owned_outright
751080426,urban,hhsize_2,owned_mortgage
751087226,urban,hhsize_4,owned_mortgage
751094026,rural,hhsize_4,owned_mortgage
751100826,urban,hhsize_1,owned_outright
751107626,urban,hhsize_2,owned_outright
751114426,urban,hhsize_2,owned_outright
751121226,urban,hhsize_2,owned_mortgage
751128026,urban,hhsize_2,private_rented
751134826,urban,hhsize_2,private_rented
751141626,urban,hhsize_1,owned_mortgage
751148426,urban,hhsize_4,private_rented
751155226,rural,hhsize_2,social_rented
751168826,rural,hhsize_3,social_rented
751182426,urban,hhsize_2,social_rented
751189226,urban,hhsize_2,owned_outright
751196026,urban,hhsize_5,owned_mortgage
751202826,urban,hhsize_3,private_rented
751209626,rural,hhsize_2,owned_outright
751216426,rural,hhsize_3,owned_outright
751223226,urban,hhsize_1,private_rented
751230026,rural,hhsize_1,owned_outright
751243626,urban,hhsize_2,owned_outright
751250426,rural,hhsize_4,owned_mortgage
751270826,rural,hhsize_3,owned_mortgage
751284426,urban,hhsize_2,owned_outright
751291226,rural,hhsize_2,private_rented
751298026,rural,hhsize_1,owned_mortgage
751311626,urban,hhsize_2,owned_outright
751318426,urban,hhsize_3,owned_mortgage
751325226,urban,hhsize_2,private_rented
751338826,urban,hhsize_3,private_rented
751345626,urban,hhsize_1,social_rented
751352426,urban,hhsize_1,social_rented
751359226,rural,hhsize_2,owned_outright
751366026,rural,hhsize_1,private_rented
751372826,rural,hhsize_2,owned_outright
751379626,rural,hhsize_3,owned_mortgage
751413626,urban,hhsize_2,social_rented
751434026,urban,hhsize_2,private_rented
751447626,urban,hhsize_3,owned_outright
751461226,urban,hhsize_1,private_rented
751474826,rural,hhsize_2,social_rented
751495226,rural,hhsize_2,owned_outright
751508826,rural,hhsize_2,owned_outright
751515626,urban,hhsize_2,owned_mortgage
751529226,urban,hhsize_4,owned_mortgage
751556426,urban,hhsize_3,owned_mortgage
751563226,urban,hhsize_1,social_rented
751570026,urban,hhsize_5,owned_outright
751597226,urban,hhsize_6,owned_mortgage
751610826,urban,hhsize_2,owned_mortgage
751631226,urban,hhsize_6,social_rented
751644826,urban,hhsize_1,private_rented
751672026,urban,hhsize_5,private_rented
751678826,urban,hhsize_1,owned_outright
751685626,urban,hhsize_6,owned_outright
751692426,urban,hhsize_3,social_rented
751699226,urban,hhsize_4,owned_mortgage
751726426,urban,hhsize_1,owned_outright
751746826,urban,hhsize_4,owned_outright
751787626,urban,hhsize_4,social_rented
751801226,urban,hhsize_5,owned_mortgage
751808026,urban,hhsize_3,owned_outright
751848826,urban,hhsize_4,owned_outright
751855626,urban,hhsize_3,owned_mortgage
751862426,urban,hhsize_1,private_rented
751876026,urban,hhsize_1,private_rented
751882826,urban,hhsize_4,owned_mortgage
751916826,urban,hhsize_3,owned_outright
751937226,urban,hhsize_5,social_rented
751944026,urban,hhsize_6,social_rented
751950826,urban,hhsize_4,owned_outright
751965106,urban,hhsize_3,owned_mortgage
751971226,urban,hhsize_3,owned_mortgage
751978026,urban,hhsize_2,owned_mortgage
751984826,urban,hhsize_2,owned_outright
751991626,urban,hhsize_2,owned_mortgage
751998426,rural,hhsize_1,owned_outright
752012026,urban,hhsize_2,owned_outright
752018826,rural,hhsize_5,owned_mortgage
752032426,rural,hhsize_1,owned_outright
752046026,urban,hhsize_2,owned_outright
752052826,urban,hhsize_2,owned_outright
752059626,urban,hhsize_2,private_rented
752073226,urban,hhsize_1,social_rented
752080026,rural,hhsize_4,owned_mortgage
752086826,rural,hhsize_2,owned_outright
752093626,urban,hhsize_3,owned_mortgage
752107226,rural,hhsize_1,owned_outright
752114026,rural,hhsize_1,private_rented
752120826,urban,hhsize_4,owned_mortgage
752127626,urban,hhsize_1,social_rented
752148026,rural,hhsize_1,social_rented
752175226,urban,hhsize_1,social_rented
752182026,urban,hhsize_1,owned_mortgage
752188826,urban,hhsize_1,social_rented
752195626,rural,hhsize_4,owned_mortgage
752202426,rural,hhsize_1,owned_outright
752222826,urban,hhsize_2,owned_outright
752229626,rural,hhsize_1,owned_outright
752236426,urban,hhsize_1,private_rented
752243226,rural,hhsize_1,owned_outright
752250026,rural,hhsize_2,owned_outright
752263626,rural,hhsize_2,owned_mortgage
752270426,urban,hhsize_2,owned_mortgage
752271106,urban,hhsize_1,owned_mortgage
752284026,urban,hhsize_1,owned_outright
752290826,rural,hhsize_2,private_rented
752297626,rural,hhsize_2,owned_outright
752304426,rural,hhsize_1,owned_outright
752318026,urban,hhsize_4,private_rented
752324826,urban,hhsize_5,owned_mortgage
752331626,urban,hhsize_4,owned_mortgage
752345226,rural,hhsize_2,owned_outright
752352026,rural,hhsize_1,owned_outright
752358826,rural,hhsize_5,owned_mortgage
752365626,urban,hhsize_2,owned_mortgage
752372426,rural,hhsize_2,owned_outright
752379226,rural,hhsize_1,owned_mortgage
752392826,urban,hhsize_1,social_rented
752406426,urban,hhsize_1,owned_outright
752420026,urban,hhsize_4,owned_mortgage
752426826,urban,hhsize_1,owned_outright
752433626,urban,hhsize_2,owned_mortgage
752440426,urban,hhsize_1,owned_outright
752447226,rural,hhsize_1,owned_outright
752454026,rural,hhsize_2,owned_outright
752460826,rural,hhsize_2,owned_outright
752467626,urban,hhsize_2,owned_outright
752474426,urban,hhsize_5,private_rented
752488026,urban,hhsize_2,owned_mortgage
752494826,urban,hhsize_2,owned_outright
752501626,urban,hhsize_1,private_rented
752508426,urban,hhsize_1,owned_outright
752522026,urban,hhsize_1,owned_outright
752535626,urban,hhsize_3,owned_mortgage
752542426,urban,hhsize_4,owned_outright
752543106,urban,hhsize_1,owned_mortgage
752543786,urban,hhsize_1,social_rented
752549226,urban,hhsize_4,private_rented
752556026,rural,hhsize_2,owned_outright
752562826,urban,hhsize_4,owned_outright
752569626,rural,hhsize_3,owned_mortgage
752576426,rural,hhsize_1,owned_outright
752583226,rural,hhsize_2,owned_outright
752590026,urban,hhsize_2,owned_mortgage
752603626,urban,hhsize_2,social_rented
752610426,urban,hhsize_2,owned_outright
752617226,urban,hhsize_1,owned_mortgage
752624026,urban,hhsize_4,owned_mortgage
752630826,urban,hhsize_2,owned_outright
752644426,rural,hhsize_2,owned_outright
752651226,rural,hhsize_1,owned_outright
752658026,rural,hhsize_2,owned_outright
752664826,urban,hhsize_2,owned_outright
752671626,urban,hhsize_2,owned_outright
752685226,urban,hhsize_2,owned_outright
752692026,urban,hhsize_2,owned_outright
752698826,urban,hhsize_2,owned_mortgage
752705626,urban,hhsize_3,owned_mortgage
752712426,urban,hhsize_2,private_rented
752719226,urban,hhsize_1,owned_outright
752726026,urban,hhsize_4,owned_mortgage
752732826,urban,hhsize_3,owned_outright
752739626,urban,hhsize_2,owned_outright
752760026,urban,hhsize_1,owned_outright
752766826,urban,hhsize_1,owned_outright
752773626,urban,hhsize_2,owned_outright
752780426,urban,hhsize_3,owned_mortgage
752787226,rural,hhsize_2,private_rented
752794026,rural,hhsize_2,private_rented
752800826,urban,hhsize_2,owned_outright
752807626,urban,hhsize_1,owned_mortgage
752821226,urban,hhsize_2,owned_outright
752868826,urban,hhsize_1,owned_mortgage
752875626,urban,hhsize_1,owned_outright
752882426,urban,hhsize_2,owned_outright
752889226,urban,hhsize_3,owned_outright
752902826,urban,hhsize_2,owned_mortgage
752909626,urban,hhsize_3,owned_mortgage
752923226,urban,hhsize_2,owned_outright
752936826,urban,hhsize_2,owned_outright
752943626,urban,hhsize_1,private_rented
752957226,urban,hhsize_1,owned_outright
752964026,urban,hhsize_1,owned_outright
752970826,urban,hhsize_3,owned_outright
752977626,urban,hhsize_2,owned_outright
752984426,urban,hhsize_2,private_rented
752991226,urban,hhsize_2,owned_outright
752998026,rural,hhsize_4,owned_outright
753011626,urban,hhsize_2,owned_outright
753025226,urban,hhsize_4,owned_mortgage
753038826,urban,hhsize_1,owned_outright
753045626,urban,hhsize_3,owned_outright
753052426,urban,hhsize_2,private_rented
753066026,urban,hhsize_2,owned_outright
753079626,urban,hhsize_3,private_rented
753093226,rural,hhsize_1,owned_outright
753100026,urban,hhsize_1,social_rented
753100706,urban,hhsize_1,owned_mortgage
753113626,urban,hhsize_5,owned_mortgage
753127226,urban,hhsize_4,owned_mortgage
753140826,urban,hhsize_2,social_rented
753161226,rural,hhsize_3,social_rented
753181626,rural,hhsize_4,private_rented
753188426,rural,hhsize_1,owned_outright
753195226,rural,hhsize_1,owned_outright
753208826,urban,hhsize_2,owned_outright
753222426,rural,hhsize_4,owned_outright
753236026,urban,hhsize_2,social_rented
753249626,urban,hhsize_3,owned_mortgage
753256426,urban,hhsize_1,owned_outright
753270026,urban,hhsize_2,owned_mortgage
753283626,urban,hhsize_3,owned_mortgage
753304026,urban,hhsize_3,owned_mortgage
753310826,rural,hhsize_3,social_rented
753317626,rural,hhsize_4,social_rented
753338026,rural,hhsize_3,owned_mortgage
753344826,urban,hhsize_2,social_rented
753351626,urban,hhsize_3,owned_mortgage
753358426,rural,hhsize_2,owned_outright
753372026,urban,hhsize_4,owned_mortgage
753378826,urban,hhsize_2,owned_outright
753392426,rural,hhsize_3,owned_mortgage
753406026,urban,hhsize_3,owned_outright
753412826,urban,hhsize_2,social_rented
753419626,urban,hhsize_1,social_rented
753433226,urban,hhsize_2,social_rented
753440026,urban,hhsize_3,owned_mortgage
753446826,urban,hhsize_2,owned_outright
753453626,urban,hhsize_2,owned_outright
753460426,rural,hhsize_2,owned_mortgage
753467226,rural,hhsize_4,owned_mortgage
753474026,urban,hhsize_4,owned_mortgage
753480826,rural,hhsize_5,owned_mortgage
753487626,urban,hhsize_3,private_rented
753494426,urban,hhsize_1,private_rented
753501226,urban,hhsize_2,owned_mortgage
753508026,rural,hhsize_2,owned_mortgage
753528426,urban,hhsize_1,social_rented
753548826,urban,hhsize_2,private_rented
753555626,urban,hhsize_3,owned_mortgage
753562426,urban,hhsize_4,owned_mortgage
753569226,urban,hhsize_2,owned_mortgage
753582826,urban,hhsize_4,owned_mortgage
753603226,urban,hhsize_3,owned_mortgage
753610026,rural,hhsize_2,owned_mortgage
753623626,rural,hhsize_2,owned_mortgage
753630426,urban,hhsize_4,owned_mortgage
753637226,rural,hhsize_2,owned_outright
753650826,rural,hhsize_3,social_rented
753657626,urban,hhsize_3,owned_mortgage
753664426,urban,hhsize_1,owned_outright
753684826,urban,hhsize_4,owned_mortgage
753691626,urban,hhsize_1,social_rented
753712026,rural,hhsize_4,owned_mortgage
753718826,rural,hhsize_2,owned_outright
753746026,urban,hhsize_2,owned_mortgage
753752826,urban,hhsize_4,owned_mortgage
753759626,urban,hhsize_4,social_rented
753773226,rural,hhsize_4,owned_mortgage
753786826,urban,hhsize_1,social_rented
753800426,urban,hhsize_1,owned_outright
753814026,urban,hhsize_1,owned_mortgage
753820826,urban,hhsize_3,owned_mortgage
753827626,urban,hhsize_4,owned_mortgage
753834426,urban,hhsize_1,private_rented
753841226,rural,hhsize_2,owned_mortgage
753848026,rural,hhsize_4,owned_mortgage
753854826,urban,hhsize_2,owned_mortgage
753868426,rural,hhsize_2,owned_outright
753875226,rural,hhsize_1,owned_mortgage
753882026,rural,hhsize_2,owned_outright
753888826,rural,hhsize_1,owned_outright
753902426,urban,hhsize_2,owned_mortgage
753909226,urban,hhsize_2,owned_outright
753922826,rural,hhsize_1,owned_outright
753929626,urban,hhsize_3,owned_mortgage
753943226,urban,hhsize_4,owned_mortgage
753950026,rural,hhsize_3,owned_mortgage
753963626,urban,hhsize_3,owned_mortgage
753970426,urban,hhsize_2,owned_outright
753977226,rural,hhsize_2,owned_mortgage
753984026,rural,hhsize_4,owned_mortgage
753990826,rural,hhsize_2,owned_mortgage
754004426,urban,hhsize_2,owned_outright
754011226,urban,hhsize_4,owned_mortgage
754031626,urban,hhsize_1,owned_outright
754038426,urban,hhsize_2,owned_mortgage
754045226,rural,hhsize_3,owned_mortgage
754052026,rural,hhsize_2,owned_mortgage
754058826,urban,hhsize_1,owned_outright
754065626,urban,hhsize_1,owned_outright
754072426,urban,hhsize_2,owned_outright
754079226,urban,hhsize_2,owned_outright
754086026,urban,hhsize_4,owned_mortgage
754106426,urban,hhsize_2,owned_outright
754120026,urban,hhsize_3,owned_outright
754126826,urban,hhsize_2,owned_outright
754140426,urban,hhsize_4,owned_mortgage
754147226,urban,hhsize_2,owned_outright
754154026,urban,hhsize_1,owned_mortgage
754160826,urban,hhsize_1,owned_outright
754167626,urban,hhsize_1,owned_outright
754194826,urban,hhsize_4,owned_mortgage
754201626,urban,hhsize_1,owned_outright
754215226,urban,hhsize_2,owned_outright
754222026,rural,hhsize_2,owned_outright
754228826,urban,hhsize_2,owned_mortgage
754235626,rural,hhsize_4,owned_mortgage
754242426,urban,hhsize_4,owned_mortgage
754249226,urban,hhsize_5,owned_mortgage
754256026,urban,hhsize_3,owned_outright
754269626,rural,hhsize_2,owned_outright
754283226,urban,hhsize_2,owned_mortgage
754290026,urban,hhsize_1,social_rented
754296826,urban,hhsize_5,owned_mortgage
754303626,rural,hhsize_4,owned_mortgage
754310426,urban,hhsize_1,owned_outright
754317226,rural,hhsize_3,private_rented
754337626,urban,hhsize_4,owned_mortgage
754344426,rural,hhsize_1,owned_mortgage
754351226,urban,hhsize_2,owned_mortgage
754358026,urban,hhsize_2,owned_mortgage
754371626,urban,hhsize_4,owned_mortgage
754378426,rural,hhsize_4,owned_mortgage
754385226,urban,hhsize_4,owned_mortgage
754405626,urban,hhsize_4,owned_mortgage
754412426,rural,hhsize_3,owned_outright
754426026,urban,hhsize_4,private_rented
754439626,urban,hhsize_1,owned_outright
754446426,urban,hhsize_3,private_rented
754460026,urban,hhsize_3,social_rented
754480426,urban,hhsize_1,owned_mortgage
754494026,rural,hhsize_3,private_rented
754507626,urban,hhsize_2,owned_outright
754514426,rural,hhsize_5,private_rented
754521226,urban,hhsize_1,owned_mortgage
754528026,rural,hhsize_1,social_rented
754534826,rural,hhsize_3,owned_mortgage
754562026,rural,hhsize_4,owned_mortgage
754582426,urban,hhsize_1,owned_mortgage
754589226,rural,hhsize_1,owned_outright
754596026,rural,hhsize_1,owned_outright
754616426,rural,hhsize_1,social_rented
754623226,rural,hhsize_1,private_rented
754636826,rural,hhsize_2,owned_outright
754643626,rural,hhsize_2,owned_outright
754670826,rural,hhsize_4,owned_outright
754677626,rural,hhsize_2,owned_outright
754684426,urban,hhsize_1,owned_outright
754691226,urban,hhsize_1,owned_outright
754698026,rural,hhsize_4,owned_outright
754704826,rural,hhsize_5,owned_mortgage
754711626,urban,hhsize_5,owned_mortgage
754712306,urban,hhsize_1,owned_mortgage
754718426,urban,hhsize_3,owned_outright
754725226,urban,hhsize_1,owned_outright
754752426,rural,hhsize_4,owned_outright
754759226,rural,hhsize_2,owned_outright
754766026,urban,hhsize_2,owned_outright
754772826,urban,hhsize_4,owned_mortgage
754779626,urban,hhsize_1,private_rented
754786426,rural,hhsize_2,owned_outright
754793226,urban,hhsize_1,owned_outright
754813626,urban,hhsize_4,private_rented
754820426,rural,hhsize_2,owned_outright
754840826,urban,hhsize_4,owned_mortgage
754861226,urban,hhsize_5,owned_mortgage
754874826,urban,hhsize_1,owned_outright
754881626,urban,hhsize_2,private_rented
754895226,urban,hhsize_3,owned_mortgage
754908826,urban,hhsize_1,social_rented
754915626,urban,hhsize_2,private_rented
754922426,rural,hhsize_1,owned_outright
769902826,rural,hhsize_1,owned_outright
769936826,rural,hhsize_2,private_rented
770038826,urban,hhsize_3,owned_mortgage
770127226,urban,hhsize_1,owned_outright
770154426,urban,hhsize_1,owned_outright
770161226,urban,hhsize_1,owned_outright
770202026,urban,hhsize_6,owned_mortgage
770222426,urban,hhsize_3,owned_outright
770242826,urban,hhsize_1,owned_outright
770304026,urban,hhsize_1,social_rented
770365226,urban,hhsize_2,owned_mortgage
770446826,urban,hhsize_1,owned_outright
770460426,urban,hhsize_1,private_rented
770514826,urban,hhsize_4,owned_mortgage
770521626,urban,hhsize_1,owned_outright
770555626,urban,hhsize_5,owned_mortgage
770562426,urban,hhsize_2,owned_mortgage
770589626,urban,hhsize_1,owned_mortgage
770630426,urban,hhsize_1,social_rented
770644026,urban,hhsize_4,social_rented
770691626,urban,hhsize_1,owned_outright
770705226,urban,hhsize_1,social_rented
770732426,urban,hhsize_2,owned_outright
770807226,urban,hhsize_2,owned_outright
770922826,urban,hhsize_1,owned_outright
770936426,urban,hhsize_2,owned_mortgage
770970426,urban,hhsize_1,social_rented
770977226,urban,hhsize_4,private_rented
771113226,urban,hhsize_1,owned_outright
771120026,rural,hhsize_1,owned_outright
771126826,rural,hhsize_1,social_rented
771147226,rural,hhsize_2,social_rented
771160826,urban,hhsize_1,owned_mortgage
771358026,urban,hhsize_3,social_rented
771392026,rural,hhsize_1,owned_outright
771412426,urban,hhsize_2,owned_outright
771432826,urban,hhsize_2,owned_mortgage
771528026,rural,hhsize_2,owned_outright
771562026,rural,hhsize_4,owned_mortgage
771568826,rural,hhsize_2,owned_outright
771582426,urban,hhsize_4,owned_mortgage
771609626,urban,hhsize_3,private_rented
771650426,urban,hhsize_1,private_rented
771677626,urban,hhsize_3,social_rented
771738826,urban,hhsize_1,owned_mortgage
771745626,urban,hhsize_2,owned_outright
771779626,urban,hhsize_1,owned_outright
771793226,urban,hhsize_1,owned_mortgage
771820426,urban,hhsize_1,owned_outright
771868026,urban,hhsize_2,owned_mortgage
771874826,urban,hhsize_4,social_rented
771915626,urban,hhsize_1,social_rented
771997226,urban,hhsize_1,owned_outright
772017626,urban,hhsize_1,private_rented
772126426,rural,hhsize_4,owned_mortgage
772255626,urban,hhsize_2,owned_outright
772316826,urban,hhsize_1,owned_mortgage
772350826,urban,hhsize_1,social_rented
772357626,urban,hhsize_1,social_rented
772391626,urban,hhsize_4,owned_outright
772398426,urban,hhsize_1,owned_outright
772439226,urban,hhsize_4,private_rented
772548026,urban,hhsize_1,private_rented
772575226,urban,hhsize_5,private_rented
772575906,urban,hhsize_3,private_rented
772582026,urban,hhsize_2,private_rented
772670426,urban,hhsize_2,owned_outright
772684026,urban,hhsize_1,owned_mortgage
772690826,urban,hhsize_1,private_rented
772697626,urban,hhsize_1,owned_outright
772704426,urban,hhsize_1,owned_outright
772724826,urban,hhsize_3,owned_mortgage
772745226,urban,hhsize_2,owned_outright
772799626,urban,hhsize_2,owned_outright
772860826,urban,hhsize_1,owned_mortgage
772915226,urban,hhsize_1,social_rented
773105626,urban,hhsize_1,social_rented
773166826,urban,hhsize_1,social_rented
773180426,urban,hhsize_2,owned_mortgage
773187226,urban,hhsize_3,owned_outright
773214426,urban,hhsize_1,owned_outright
773248426,urban,hhsize_1,social_rented
773268826,rural,hhsize_1,owned_mortgage
773275626,rural,hhsize_4,private_rented
773302826,urban,hhsize_1,social_rented
773370826,urban,hhsize_1,social_rented
773384426,urban,hhsize_2,owned_outright
773527226,urban,hhsize_2,owned_outright
773547626,urban,hhsize_1,owned_mortgage
773554426,urban,hhsize_6,owned_outright
773588426,rural,hhsize_2,owned_outright
773595226,urban,hhsize_5,owned_mortgage
773636026,urban,hhsize_3,owned_mortgage
773738026,urban,hhsize_2,owned_outright
773758426,rural,hhsize_1,owned_outright
773772026,urban,hhsize_6,owned_mortgage
773806026,urban,hhsize_4,owned_mortgage
773826426,rural,hhsize_4,private_rented
773874026,rural,hhsize_2,owned_mortgage
773901226,urban,hhsize_1,owned_mortgage
773948826,urban,hhsize_5,social_rented
774016826,rural,hhsize_3,owned_mortgage
774044026,urban,hhsize_1,owned_outright
774078026,urban,hhsize_1,private_rented
774241226,urban,hhsize_1,private_rented
774254826,urban,hhsize_1,social_rented
774316026,urban,hhsize_1,social_rented
774343226,rural,hhsize_2,owned_outright
774363626,rural,hhsize_2,owned_outright
774499626,urban,hhsize_2,owned_mortgage
774520026,urban,hhsize_1,social_rented
774540426,urban,hhsize_1,social_rented
774642426,urban,hhsize_1,owned_outright
774690026,rural,hhsize_2,owned_mortgage
774751226,rural,hhsize_1,owned_mortgage
774846426,urban,hhsize_1,social_rented
774887226,urban,hhsize_2,private_rented
774934826,rural,hhsize_1,private_rented
774968826,urban,hhsize_1,social_rented
774996026,urban,hhsize_2,owned_outright
775111626,urban,hhsize_1,owned_mortgage
775138826,urban,hhsize_1,social_rented
775172826,urban,hhsize_4,owned_mortgage
775206826,rural,hhsize_4,owned_outright
775213626,urban,hhsize_2,owned_mortgage
775220426,urban,hhsize_1,private_rented
775261226,rural,hhsize_3,owned_outright
775274826,rural,hhsize_1,owned_mortgage
775295226,urban,hhsize_4,social_rented
775336026,urban,hhsize_4,owned_mortgage
775363226,urban,hhsize_1,owned_mortgage
775444826,urban,hhsize_1,private_rented
775492426,urban,hhsize_1,owned_mortgage
775621626,urban,hhsize_2,owned_outright
775642026,rural,hhsize_2,social_rented
775676026,urban,hhsize_1,owned_mortgage
775750826,urban,hhsize_1,owned_mortgage
775798426,urban,hhsize_1,private_rented
775832426,urban,hhsize_2,owned_outright
776029626,urban,hhsize_1,private_rented
776090826,urban,hhsize_3,social_rented
776097626,urban,hhsize_3,social_rented
776111226,urban,hhsize_4,owned_mortgage
776192826,urban,hhsize_3,owned_outright
776206426,urban,hhsize_2,owned_mortgage
776226826,urban,hhsize_3,owned_outright
776315226,rural,hhsize_1,social_rented
776424026,urban,hhsize_3,social_rented
776471626,rural,hhsize_1,owned_outright
776560026,rural,hhsize_3,social_rented
776573626,urban,hhsize_4,owned_mortgage
776770826,urban,hhsize_3,social_rented
776784426,urban,hhsize_1,owned_outright
776791906,urban,hhsize_3,private_rented
776811626,rural,hhsize_2,social_rented
776872826,urban,hhsize_2,owned_mortgage
776879626,urban,hhsize_3,owned_mortgage
776920426,urban,hhsize_1,private_rented
776940826,urban,hhsize_2,owned_outright
777036026,urban,hhsize_1,private_rented
784726826,rural,hhsize_1,owned_outright
784740426,rural,hhsize_2,owned_outright
784767626,urban,hhsize_1,owned_outright
784781226,urban,hhsize_1,social_rented
784788026,urban,hhsize_1,owned_outright
784849226,urban,hhsize_2,social_rented
784876426,rural,hhsize_2,owned_mortgage
784896826,rural,hhsize_2,private_rented
784998826,urban,hhsize_2,owned_mortgage
785012426,rural,hhsize_2,owned_outright
785019226,rural,hhsize_1,owned_mortgage
785032826,rural,hhsize_1,owned_outright
785053226,rural,hhsize_1,owned_outright
785060026,rural,hhsize_3,owned_outright
785080426,urban,hhsize_1,owned_outright
785121226,urban,hhsize_5,owned_mortgage
816006826,urban,hhsize_1,social_rented
816013626,urban,hhsize_1,social_rented
816020426,urban,hhsize_1,owned_outright
816027226,urban,hhsize_3,owned_mortgage
816040826,urban,hhsize_1,private_rented
816047626,urban,hhsize_1,owned_outright
816054426,urban,hhsize_1,owned_outright
816068026,urban,hhsize_2,private_rented
816081626,urban,hhsize_2,owned_outright
816095226,urban,hhsize_4,owned_mortgage
