areacode,hhsize_1,hhsize_2,hhsize_3,hhsize_4,hhsize_5,hhsize_6,hhsize_7,hhsize_8
S00162855,25,17,2,2,0,0,0,1
S00162856,13,13,6,8,2,1,0,0
S00162857,23,13,7,3,3,0,0,0
S00162858,30,21,5,4,6,1,0,0
S00162859,19,7,6,4,3,0,1,0
S00162860,20,15,6,8,5,3,0,0
S00162861,10,14,9,4,1,1,0,1
S00162862,27,11,5,2,2,0,1,0
S00162863,10,25,4,5,2,1,0,0
S00162864,24,21,4,0,0,2,1,0
S00162865,34,13,8,3,3,0,0,1
S00162866,16,23,15,13,8,1,0,0
S00162867,36,23,4,1,3,0,0,0
S00162868,33,28,7,4,1,1,0,0
S00162869,29,25,10,7,3,0,0,1
S00162870,14,8,5,6,0,0,0,0
S00162871,29,11,8,4,0,0,0,1
S00162872,6,31,14,9,1,1,0,0
S00162873,7,33,7,7,1,1,0,2
S00162874,11,27,2,3,4,0,0,0
S00162875,27,31,8,8,6,0,1,0
S00162876,16,14,7,6,1,0,0,0
S00162877,18,19,8,10,1,1,0,0
S00162878,22,33,13,3,1,3,0,1
S00162879,47,4,5,0,0,2,0,0
S00162880,18,16,4,7,0,0,0,0
S00162881,8,21,5,4,0,1,0,0
S00162882,5,19,4,7,1,1,1,0
S00162883,21,19,3,0,4,0,0,0
S00162884,18,17,12,4,2,0,0,0
S00162885,20,22,0,0,0,0,0,0
S00162886,18,28,11,10,1,0,0,0
S00162887,22,15,7,7,1,1,1,0
S00162888,31,9,2,0,4,1,0,0
S00162889,24,25,13,6,3,0,2,0
S00162890,17,20,11,6,2,1,0,0
S00162891,16,8,7,1,2,1,0,0
S00162892,17,20,7,7,1,2,0,0
S00162893,17,20,4,3,2,1,0,0
S00162894,26,22,11,12,7,1,0,0
S00162895,24,29,12,12,6,0,0,0
S00162896,9,18,5,7,5,4,1,0
S00162897,21,22,6,4,2,1,1,0
S00162898,27,27,9,3,1,2,0,1
S00162899,17,23,20,14,2,0,1,0
S00162900,9,15,4,8,1,0,0,1
S00162901,28,19,1,1,0,0,0,0
S00162902,16,16,8,7,2,0,0,1
S00162903,18,7,10,6,4,1,0,0
S00162904,14,30,12,16,2,0,1,0
S00162905,8,23,10,2,1,0,0,2
S00162906,5,16,5,6,4,1,0,1
S00162907,23,16,8,0,1,2,0,0
S00162908,27,13,1,2,0,0,1,1
S00162909,21,25,6,7,0,0,0,1
S00162910,13,19,5,2,3,1,1,1
S00162911,6,7,8,4,2,0,0,0
S00162912,2,5,12,12,1,1,0,1
S00162913,10,17,8,6,3,0,0,0
S00162914,20,13,5,1,0,1,0,0
S00162915,25,15,1,1,0,1,1,0
S00162916,12,22,7,6,1,1,0,0
S00162917,6,11,3,5,0,3,1,0
S00162918,8,10,16,9,1,1,1,0
S00162919,13,26,5,3,3,1,0,0
S00162920,18,18,7,3,2,0,0,1
S00162921,16,39,14,6,3,1,0,0
S00162922,24,33,2,5,1,0,1,0
S00162923,18,26,9,8,6,0,1,0
S00162924,22,31,16,5,5,1,0,0
S00162925,15,13,9,10,2,0,3,0
S00162926,17,32,8,7,4,0,0,1
S00162927,20,34,10,9,4,1,1,0
S00162928,13,25,4,9,1,1,1,1
S00162929,28,25,13,7,3,0,0,0
S00162930,11,9,11,2,0,1,0,1
S00162931,18,20,7,8,3,1,0,0
S00162932,6,17,5,6,2,0,0,0
S00162933,15,11,14,6,2,0,0,0
S00162934,12,19,15,14,5,0,0,1
S00162935,5,15,10,3,2,1,0,1
S00162936,17,17,11,2,0,0,0,0
S00162937,10,17,7,5,0,0,2,0
S00162938,5,14,7,2,2,1,0,0
S00162939,15,12,7,1,1,0,0,0
S00162940,7,14,0,4,1,2,0,1
S00162941,17,28,11,10,2,0,0,0
S00162942,8,18,9,2,0,1,0,0
S00162943,14,26,8,2,0,1,0,0
S00162944,5,23,5,8,0,1,1,2
S00162945,25,37,11,6,3,1,1,0
S00162946,14,38,13,7,2,0,4,0
S00162947,16,15,4,5,1,0,0,1
S00162948,6,11,7,6,1,0,0,0
S00162949,33,19,12,2,1,1,0,0
S00162950,21,25,8,8,4,2,0,0
S00162951,8,25,6,5,2,0,0,0
S00162952,6,9,5,6,3,1,1,0
S00162953,5,12,6,2,1,0,0,1
S00162954,9,15,5,8,4,4,1,0
S00162955,11,26,4,9,2,0,1,0
S00162956,27,31,5,9,2,0,0,1
S00162957,14,16,3,6,1,0,0,0
S00162958,24,32,10,6,0,1,0,1
S00162959,12,11,3,5,1,0,0,0
S00162960,13,17,4,2,0,1,0,0
S00162961,11,17,3,1,0,1,0,3
S00162962,15,15,2,0,1,1,0,1
S00162963,14,13,8,7,5,0,1,0
S00162964,16,15,3,1,2,0,0,1
S00162965,15,22,2,4,0,0,0,0
S00162966,25,29,8,5,0,0,0,1
S00162967,12,14,0,6,1,1,0,0
S00162968,9,28,13,12,5,0,0,0
S00162969,14,22,10,7,0,1,0,0
S00162970,7,17,1,6,0,1,0,2
S00162971,13,18,9,7,0,1,0,0
S00162972,17,26,7,4,1,0,0,0
S00162973,23,26,7,3,4,0,0,0
S00162974,24,20,7,2,1,2,0,0
S00162975,8,8,5,7,0,0,0,0
S00162976,7,14,6,7,4,0,0,0
S00162977,21,22,8,3,2,3,0,0
S00162978,26,10,11,6,3,1,1,0
S00162979,19,16,2,2,0,0,0,2
S00162980,16,41,8,6,6,0,2,1
S00162981,26,26,7,3,2,0,0,0
S00162982,8,18,4,5,2,0,0,1
S00162983,23,24,4,5,2,0,0,0
S00162984,18,19,5,8,0,1,0,0
S00162985,12,16,6,3,0,1,1,0
S00162986,30,18,9,4,4,0,0,0
S00162987,21,23,11,6,4,0,0,0
S00162988,7,15,9,6,1,0,1,1
S00162989,33,23,6,5,1,0,0,0
S00162990,30,19,6,11,4,0,0,1
S00162991,17,20,7,6,0,4,0,0
S00162992,12,11,7,4,1,0,1,1
S00162993,14,20,7,6,4,0,0,0
S00162994,8,18,2,4,4,6,0,1
S00162995,13,21,10,2,0,1,0,0
S00162996,17,33,4,3,1,1,0,0
S00162997,5,27,5,9,1,1,0,0
S00162998,26,31,8,10,2,4,0,0
S00162999,31,30,11,6,2,1,1,0
S00163000,18,13,5,2,1,0,1,1
S00163001,14,15,5,8,3,0,1,0
S00163002,7,8,6,5,1,2,0,0
S00163003,9,15,10,6,2,0,0,1
S00163004,23,15,12,3,0,0,0,0
S00163005,25,25,9,8,0,0,0,0
S00163006,18,21,5,3,1,0,0,0
S00163007,11,10,8,7,0,0,1,0
S00163008,13,27,8,16,3,1,0,0
S00163009,10,12,14,13,9,1,1,0
S00163010,17,24,8,18,5,0,0,0
S00163011,18,34,12,10,2,1,0,0
S00163012,10,25,14,7,2,1,0,0
S00163013,21,39,11,15,2,3,1,1
S00163014,29,23,10,10,4,0,0,1
S00163015,9,17,1,4,1,0,0,1
S00163016,20,28,9,2,5,0,1,0
S00163017,18,13,4,3,1,0,0,3
S00163018,11,25,9,9,4,1,0,1
S00163019,19,27,18,7,4,0,1,0
S00163020,12,21,15,11,4,0,0,0
S00163021,41,21,8,4,1,0,0,0
S00163022,11,11,4,7,0,0,1,0
S00163023,24,9,8,4,0,0,0,0
S00163024,15,36,7,13,2,0,0,0
S00163025,19,26,8,5,6,0,1,1
S00163026,14,24,7,3,1,1,0,0
S00163027,23,13,13,7,0,1,1,1
S00163028,14,17,11,0,2,2,0,0
S00163029,29,16,5,2,1,0,0,0
S00163030,31,25,9,3,2,4,0,0
S00163031,15,12,9,0,1,0,0,1
S00163032,9,24,8,2,1,0,0,0
S00163033,8,14,7,3,0,1,1,0
S00163034,39,14,4,2,0,0,1,0
S00163035,26,19,11,6,0,0,0,0
S00163036,17,20,8,13,1,1,0,0
S00163037,28,33,14,5,3,1,0,1
S00163038,15,33,8,0,1,0,0,0
S00163039,15,17,4,7,3,0,0,1
S00163040,10,29,2,2,1,0,0,0
S00163041,5,23,3,5,2,1,0,0
S00163042,14,21,10,8,1,1,0,0
S00163043,17,22,7,5,1,0,0,1
S00163044,38,18,3,2,0,0,0,0
S00163045,53,16,7,3,0,1,0,1
S00163046,14,24,3,6,1,1,0,0
S00163047,9,26,19,13,3,1,0,2
S00163048,13,20,5,4,3,0,0,1
S00163049,20,15,5,0,0,1,0,0
S00163050,9,13,5,14,1,0,0,0
S00163051,15,22,11,4,2,0,2,0
S00163052,26,27,5,11,6,0,0,1
S00163053,9,20,4,8,1,2,0,1
S00163054,10,18,15,5,5,4,2,0
S00163055,26,19,11,3,3,1,0,1
S00163056,24,42,9,8,5,1,0,0
S00163057,24,15,5,6,1,1,1,0
S00163058,5,27,6,7,2,0,1,0
S00163059,21,15,13,6,6,0,0,0
S00163060,31,21,5,2,0,0,0,0
S00163061,30,30,11,4,0,0,1,0
S00163062,27,18,5,1,1,0,0,0
S00163063,18,20,10,4,5,0,0,0
S00163064,25,9,8,3,1,1,2,0
S00163065,33,28,6,1,0,1,0,0
S00163066,32,5,0,0,4,0,0,0
S00163067,21,21,7,4,3,2,0,0
S00163068,18,23,5,5,2,2,0,0
S00163069,16,11,9,11,3,0,0,0
S00163070,31,12,4,3,0,0,0,0
S00163071,30,12,5,6,0,1,0,0
S00163072,26,16,8,2,1,1,0,1
S00163073,24,18,3,3,0,1,0,0
S00163074,25,14,11,9,0,1,1,1
S00163075,20,28,9,10,2,3,0,0
S00163076,35,10,4,0,1,1,0,0
S00163077,19,10,6,0,1,0,2,0
S00163078,25,17,5,0,3,0,1,0
S00163079,13,17,11,11,2,1,0,0
S00163080,29,13,2,2,0,1,0,0
S00163081,45,15,2,1,1,0,0,0
S00163082,33,14,4,0,0,0,0,0
S00163083,19,18,15,13,4,0,1,0
S00163084,30,18,5,7,1,1,1,0
S00163085,19,37,8,7,2,0,0,1
S00163086,16,17,4,7,1,0,2,0
S00163087,46,19,4,8,4,0,0,0
S00163088,14,15,4,6,0,0,1,0
S00163089,33,16,2,6,0,0,0,0
S00163090,21,17,1,3,0,0,0,0
S00163091,27,20,7,1,0,1,0,0
S00163092,13,34,10,7,2,3,0,0
S00163093,37,19,9,5,1,0,1,0
S00163094,13,15,3,1,0,2,0,0
S00163095,39,12,10,2,0,1,0,0
S00163096,27,29,2,12,5,0,0,0
S00163097,39,18,3,3,4,1,0,0
S00163098,15,16,11,12,2,0,0,0
S00163099,12,22,6,4,3,1,0,0
S00163100,25,32,12,6,5,0,1,0
S00163101,31,34,6,4,0,2,0,0
S00163102,26,28,11,8,3,0,0,0
S00163103,38,38,12,6,0,0,0,1
S00163104,17,12,7,3,0,1,0,1
S00163105,37,16,5,6,1,0,1,1
S00163106,15,5,4,6,3,0,0,1
S00163107,28,19,3,3,0,1,0,0
S00163108,16,35,10,9,3,1,1,1
S00163109,37,10,2,2,0,1,1,0
S00163110,48,11,5,2,1,1,1,1
S00163111,10,16,9,7,6,0,0,0
S00163112,28,23,6,8,3,1,1,1
S00163113,11,26,13,9,1,3,1,0
S00163114,15,13,3,3,1,0,1,0
S00163115,42,24,6,3,0,0,0,2
S00163116,26,22,9,1,5,2,1,0
S00163117,20,12,7,0,0,0,0,0
S00163118,15,23,4,8,2,1,0,1
S00163119,22,17,7,6,2,0,0,0
S00163120,22,20,8,9,4,3,0,2
S00163121,37,12,6,1,0,1,1,0
S00163122,42,10,0,1,1,0,0,1
S00163123,43,10,7,15,2,0,1,1
S00163124,18,18,8,12,4,0,0,1
S00163125,47,18,5,3,1,1,1,0
S00163126,11,20,7,2,0,0,0,0
S00163127,30,24,7,4,4,0,1,0
S00163128,25,11,5,2,1,1,0,0
S00163129,17,26,10,4,1,0,1,1
S00163130,36,18,5,3,1,1,2,0
S00163131,5,15,4,5,1,0,3,1
S00163132,20,21,11,7,4,2,0,0
S00163133,5,24,4,8,5,0,0,0
S00163134,25,15,8,5,1,0,0,0
S00163135,22,11,5,2,0,1,0,0
S00163136,15,14,9,9,0,1,0,0
S00163137,45,23,2,3,0,2,0,1
S00163138,45,26,3,1,0,1,0,0
S00163139,21,13,4,8,3,0,0,2
S00163140,60,9,5,3,0,0,1,1
S00163141,26,31,13,1,0,1,0,0
S00163142,41,17,2,2,1,0,0,0
S00163143,10,18,4,5,2,0,0,0
S00163144,49,5,0,1,0,1,0,0
S00163145,50,2,4,1,0,0,0,0
S00163146,12,39,6,15,3,2,0,0
S00163147,8,28,12,5,3,1,1,2
S00163148,34,25,7,4,2,1,0,0
S00163149,23,26,5,5,1,0,0,0
S00163150,28,25,6,6,1,0,0,0
S00163151,5,13,4,2,1,0,2,0
S00163152,15,26,10,7,2,0,1,1
S00163153,46,23,8,5,3,1,0,1
S00163154,32,25,8,8,0,2,0,1
S00163155,9,15,5,0,0,0,2,0
S00163156,27,11,7,1,0,0,0,1
S00163157,11,17,14,4,4,0,0,1
S00163158,21,17,10,7,1,1,0,0
S00163159,31,31,8,0,0,0,0,0
S00163160,25,24,7,3,1,1,0,0
S00163161,12,31,8,12,2,1,0,1
S00163162,41,20,2,1,2,1,0,0
S00163163,15,20,1,0,0,1,1,0
S00163164,32,31,11,7,3,0,1,0
S00163165,18,19,9,2,3,0,0,0
S00163166,23,19,4,0,2,1,0,0
S00163167,8,12,5,8,0,0,0,1
S00163168,16,11,13,6,2,2,1,0
S00163169,15,14,4,3,0,0,1,1
S00163170,13,16,6,4,2,0,0,0
S00163171,14,34,13,4,2,1,0,0
S00163172,19,12,9,2,1,0,0,0
S00163173,13,28,18,11,2,0,0,0
S00163174,2,12,6,6,6,0,0,0
S00163175,44,12,9,2,0,2,0,0
S00163176,44,12,2,0,1,1,1,0
S00163177,32,28,10,1,1,0,0,0
S00163178,3,16,10,6,2,2,0,0
S00163179,48,22,5,0,0,0,0,0
S00163180,9,22,7,2,2,0,1,0
S00163181,47,31,3,0,1,0,0,0
S00163182,45,23,2,1,0,1,0,0
S00163183,15,30,15,4,4,1,0,1
S00163184,20,23,10,9,1,1,1,0
S00163185,26,27,8,4,3,0,1,0
S00163186,26,15,6,0,0,1,0,0
S00163187,30,27,5,6,2,0,0,0
S00163188,33,18,3,3,3,1,0,2
S00163189,41,7,2,2,0,0,0,0
S00163190,54,7,4,1,0,1,0,0
S00163191,31,16,4,13,0,0,0,0
S00163192,29,5,9,2,0,0,1,0
S00163193,13,19,6,3,1,2,0,0
S00163194,35,27,1,4,0,0,0,0
S00163195,5,15,7,2,0,1,0,0
S00163196,21,25,10,7,0,0,0,0
S00163197,39,12,4,2,0,1,1,2
S00163198,15,26,10,6,1,0,1,1
S00163199,21,16,4,4,1,1,2,0
S00163200,47,2,1,1,0,0,2,1
S00163201,43,20,4,3,0,0,0,0
S00163202,28,29,3,2,1,0,1,0
S00163203,16,12,2,5,0,0,1,1
S00163204,45,19,1,2,0,0,0,1
S00163205,36,23,2,1,2,1,0,1
S00163206,12,25,10,12,3,1,0,0
S00163207,8,22,8,10,2,1,0,0
S00163208,17,10,11,7,3,0,0,0
S00163209,51,16,7,3,0,1,0,0
S00163210,22,12,6,3,0,0,0,0
S00163211,23,7,2,2,2,1,0,2
S00163212,21,28,7,5,0,1,0,0
S00163213,42,12,8,3,1,0,3,0
S00163214,19,32,8,1,1,0,1,1
S00163215,19,8,11,7,1,0,0,0
S00163216,29,23,1,0,1,2,0,0
S00163217,43,12,2,1,0,0,0,0
S00163218,43,14,2,0,1,0,0,0
S00163219,36,21,6,7,0,0,1,0
S00163220,18,26,11,12,3,1,1,1
S00163221,20,11,6,3,2,0,0,0
S00163222,38,24,7,5,3,0,0,0
S00163223,40,14,0,0,0,1,0,1
S00163224,13,14,9,6,2,2,1,1
S00163225,34,36,4,2,1,0,0,1
S00163226,11,15,9,3,3,1,0,1
S00163227,5,17,2,4,1,1,1,1
S00163228,59,16,5,3,0,1,0,1
S00163229,48,11,3,2,2,0,0,1
S00163230,40,14,3,0,0,0,0,0
S00163231,40,23,2,3,0,0,1,0
S00163232,30,19,5,5,3,0,1,1
S00163233,36,19,7,2,0,0,0,1
S00163234,19,20,6,4,0,1,0,0
S00163235,55,12,7,5,0,1,1,0
S00163236,8,11,11,3,0,0,1,0
S00163237,12,16,8,4,1,0,0,1
S00163238,6,27,4,5,2,0,0,0
S00163239,70,3,0,0,0,0,0,0
S00163240,40,9,3,0,0,0,0,0
S00163241,29,12,4,1,0,0,2,0
S00163242,20,19,8,5,0,1,0,0
S00163243,18,21,4,7,1,0,0,0
S00163244,27,6,9,9,11,1,0,1
S00163245,31,16,1,4,2,0,0,0
S00163246,43,12,5,0,0,1,0,0
S00163247,51,6,2,1,0,0,0,0
S00163248,15,9,11,9,4,4,2,0
S00163249,16,16,10,6,1,0,0,2
S00163250,10,18,5,8,0,0,0,0
S00163251,29,11,5,2,1,0,1,0
S00163252,1,7,6,9,5,3,1,0
S00163253,12,4,9,6,5,0,1,0
S00163254,10,17,2,6,2,0,0,1
S00163255,16,18,4,4,2,0,1,0
S00163256,31,16,4,2,2,0,0,0
S00163257,33,15,13,7,2,0,0,0
S00163258,10,19,11,7,2,0,0,0
S00163259,15,15,7,4,2,1,0,0
S00163260,17,24,12,7,8,1,0,2
S00163261,22,14,4,1,1,0,0,0
S00163262,14,9,7,14,3,1,0,0
S00163263,15,19,5,7,3,4,1,0
S00163264,22,11,4,0,2,1,1,1
S00163265,12,11,7,3,3,1,0,1
S00163266,13,35,6,4,1,0,1,1
S00163267,15,24,11,9,0,1,0,1
S00163268,11,11,12,2,1,1,1,0
S00163269,17,11,5,1,1,1,0,0
S00163270,20,9,8,8,8,0,0,1
S00163271,21,24,11,9,1,0,0,0
S00163272,21,19,7,4,2,0,0,0
S00163273,36,15,6,2,0,1,0,0
S00163274,21,27,14,6,2,1,1,0
S00163275,18,25,10,5,3,0,1,0
S00163276,13,15,6,0,2,1,0,0
S00163277,18,8,8,3,0,1,0,0
S00163278,10,46,7,8,1,0,2,0
S00163279,38,30,7,3,0,1,0,1
S00163280,18,14,5,2,1,0,2,1
S00163281,24,13,6,3,0,0,1,0
S00163282,15,18,9,9,0,2,1,0
S00163283,17,16,4,0,4,0,0,0
S00163284,37,26,3,3,2,0,0,1
S00163285,22,10,4,7,2,0,0,0
S00163286,10,3,9,12,2,0,0,0
S00163287,19,10,5,6,1,1,0,0
S00163288,9,27,4,5,3,2,1,1
S00163289,30,14,3,0,0,0,1,1
S00163290,17,25,11,5,1,0,0,0
S00163291,24,20,9,4,0,0,0,0
S00163292,39,23,5,8,1,1,0,0
S00163293,19,15,1,0,1,0,0,1
S00163294,19,15,7,9,3,0,0,1
S00163295,23,11,7,1,0,1,1,0
S00163296,7,15,13,6,3,1,2,0
S00163297,28,12,7,1,0,0,0,0
S00163298,52,2,5,3,1,0,1,0
S00163299,34,11,3,5,0,0,0,1
S00163300,29,7,1,0,2,0,0,0
S00163301,4,16,8,7,4,0,1,0
S00163302,7,13,12,8,2,0,0,2
S00163303,3,9,12,20,4,1,0,0
S00163304,13,10,4,3,1,1,1,1
S00163305,37,24,7,5,2,0,0,0
S00163306,16,13,2,7,0,1,1,0
S00163307,48,22,2,1,1,2,0,1
S00163308,34,12,6,1,0,0,0,0
S00163309,14,15,12,5,0,0,1,0
S00163310,15,16,14,2,0,1,1,0
S00163311,15,25,8,7,3,0,0,1
S00163312,16,18,11,8,1,0,2,1
S00163313,23,24,2,3,2,0,0,0
S00163314,19,21,11,12,1,0,0,0
S00163315,28,22,6,7,1,1,1,1
S00163316,17,21,11,8,2,1,0,0
S00163317,35,15,5,6,2,0,0,0
S00163318,19,9,4,4,1,1,0,0
S00163319,7,21,10,11,2,0,0,1
S00163320,11,24,12,10,2,0,1,1
S00163321,4,19,9,14,5,2,1,0
S00163322,11,26,15,4,1,0,1,0
S00163323,5,23,12,8,3,2,0,0
S00163324,23,27,13,6,2,1,0,0
S00163325,6,16,9,6,1,0,0,0
S00163326,16,26,5,0,0,1,0,1
S00163327,13,16,11,12,2,2,0,0
S00163328,40,7,4,7,2,0,0,1
S00163329,12,10,6,3,1,0,1,0
S00163330,19,31,17,3,1,1,0,0
S00163331,23,24,6,7,1,0,1,1
S00163332,17,13,6,8,1,0,1,1
S00163333,13,14,6,3,0,0,0,0
S00163334,11,10,5,2,0,0,1,0
S00163335,30,18,3,3,2,0,1,0
S00163336,12,17,11,1,1,1,0,0
S00163337,21,31,10,6,5,0,1,0
S00163338,26,14,7,1,0,0,1,0
S00163339,18,22,8,6,1,1,0,0
S00163340,39,16,9,5,1,0,0,0
S00163341,17,7,10,8,0,1,0,1
S00163342,24,14,3,4,1,0,1,1
S00163343,7,22,6,18,1,0,0,1
S00163344,12,20,5,6,2,0,0,0
S00163345,40,13,8,8,0,3,0,0
S00163346,48,16,5,1,1,0,1,1
S00163347,23,17,10,6,1,0,0,0
S00163348,16,13,4,9,2,1,1,1
S00163349,14,15,8,2,0,1,1,1
S00163350,24,13,4,9,4,1,0,0
S00163351,16,9,5,3,2,0,1,0
S00163352,15,18,8,2,0,0,1,1
S00163353,33,16,9,0,0,0,0,1
S00163354,12,11,8,9,1,1,0,0
S00163355,22,10,9,2,1,0,0,0
S00163356,45,15,2,0,0,0,0,0
S00163357,19,12,7,4,3,1,0,0
S00163358,11,15,4,16,0,1,0,0
S00163359,22,18,8,9,0,0,1,2
S00163360,33,9,10,1,4,0,0,2
S00163361,26,12,5,1,0,1,0,1
S00163362,22,15,1,2,1,1,1,0
S00163363,18,31,15,14,0,0,0,1
S00163364,23,29,8,3,3,0,1,0
S00163365,8,18,17,13,2,0,0,1
S00163366,15,4,12,4,4,1,1,0
S00163367,9,25,6,6,0,4,0,2
S00163368,3,16,5,3,0,1,1,0
S00163369,16,23,5,6,10,0,1,0
S00163370,13,33,11,6,0,0,0,1
S00163371,18,21,5,6,2,0,0,0
S00163372,21,32,7,1,4,1,1,0
S00163373,21,17,5,5,1,0,0,0
S00163374,8,20,7,4,1,0,0,0
S00163375,15,25,8,5,4,0,2,0
S00163376,12,12,8,5,1,1,1,1
S00163377,11,14,6,5,0,0,0,0
S00163378,15,7,1,1,0,2,1,1
S00163379,13,15,8,6,1,1,2,0
S00163380,31,27,8,7,0,1,0,0
S00163381,38,18,7,1,0,0,0,1
S00163382,20,15,7,3,0,1,0,0
S00163383,10,23,10,2,1,0,0,0
S00163384,27,24,10,3,3,1,0,0
S00163385,14,15,12,3,0,1,0,0
S00163386,17,19,4,2,4,0,0,0
S00163387,17,18,5,1,0,0,0,1
S00163388,54,23,1,1,0,0,0,1
S00163389,11,11,8,5,1,1,1,0
S00163390,42,14,10,7,2,0,0,0
S00163391,9,19,6,4,1,1,1,0
S00163392,26,26,7,9,1,1,2,1
S00163393,14,20,7,5,0,2,0,0
S00163394,33,22,0,3,0,0,2,0
S00163395,23,19,11,6,0,3,1,0
S00163396,35,22,4,12,0,4,0,0
S00163397,9,22,13,16,4,0,1,0
S00163398,12,17,7,4,2,0,0,1
S00163399,10,21,6,5,1,0,0,0
S00163400,20,21,14,3,8,3,1,0
S00163401,14,24,4,1,1,1,0,0
S00163402,34,19,3,4,0,1,1,0
S00163403,15,17,7,7,1,0,1,0
S00163404,24,23,9,3,1,0,1,0
S00163405,9,17,6,2,2,1,2,1
S00163406,2,10,8,8,2,0,0,0
S00163407,31,23,10,11,6,1,0,1
S00163408,41,25,9,2,0,0,0,0
S00163409,22,25,5,6,1,1,0,2
S00163410,3,15,9,5,3,0,0,0
S00163411,36,33,5,3,1,0,0,0
S00163412,40,18,14,1,0,0,1,0
S00163413,21,21,10,2,2,0,0,1
S00163414,10,23,8,8,0,0,1,1
S00163415,27,24,9,6,2,1,0,1
S00163416,8,13,2,4,3,1,0,0
S00163417,32,28,3,0,3,0,0,0
S00163418,24,32,6,3,6,1,1,0
S00163419,7,19,7,5,1,0,0,1
S00163420,23,22,8,6,1,1,0,0
S00163421,10,16,3,5,0,0,1,0
S00163422,10,14,8,4,0,0,1,0
S00163423,15,7,6,9,2,0,1,3
S00163424,37,27,13,3,0,2,0,0
S00163425,6,24,6,2,1,1,0,0
S00163426,12,18,6,1,3,1,0,0
S00163427,10,32,9,8,3,0,0,0
S00163428,13,26,6,5,0,0,0,0
S00163429,21,22,12,5,0,1,0,0
S00163430,26,14,3,0,1,0,0,0
S00163431,23,20,2,0,0,1,0,1
S00163432,33,10,3,0,3,1,0,2
S00163433,21,15,11,8,1,1,0,1
S00163434,17,17,6,9,6,0,0,0
S00163435,21,26,13,8,0,0,0,0
S00163436,26,17,3,3,0,0,0,0
S00163437,13,12,4,8,1,0,0,0
S00163438,26,25,8,9,0,0,2,0
S00163439,49,3,2,0,1,0,0,0
S00163440,24,17,11,8,4,0,0,0
S00163441,19,15,6,3,4,2,1,1
S00163442,14,23,20,9,0,0,0,0
S00163443,18,14,5,2,0,0,0,0
S00163444,6,24,5,8,0,0,0,0
S00163445,26,11,6,4,4,0,0,0
S00163446,29,22,8,9,2,1,0,0
S00163447,19,13,7,0,1,0,0,1
S00163448,29,23,11,7,2,0,0,0
S00163449,27,17,2,2,0,0,0,0
S00163450,5,14,5,7,3,0,0,0
S00163451,9,20,4,7,2,0,0,0
S00163452,12,26,6,7,2,0,0,0
S00163453,16,11,0,7,0,1,1,0
S00163454,19,10,2,3,0,0,0,0
S00163455,20,10,10,5,2,0,0,0
S00163456,6,12,2,4,1,0,1,1
S00163457,10,7,17,16,2,1,0,2
S00163458,15,21,4,4,0,1,0,1
S00163459,16,18,7,2,0,0,0,1
S00163460,13,13,3,5,5,0,0,1
S00163461,3,16,5,3,2,1,0,1
S00163462,12,15,9,5,0,2,0,0
S00163463,9,14,9,10,4,0,0,0
S00163464,28,9,7,3,1,0,1,1
S00163465,17,15,5,6,2,0,0,0
S00163466,51,26,3,0,0,0,0,1
S00163467,17,12,4,2,0,0,1,0
S00163468,28,23,6,0,1,0,0,1
S00163469,28,9,6,7,5,1,0,1
S00163470,27,23,12,14,0,0,1,0
S00163471,25,9,3,5,0,1,0,0
S00163472,6,16,12,7,0,0,0,0
S00163473,4,19,5,7,5,2,0,0
S00163474,16,10,6,7,0,1,0,2
S00163475,34,6,4,0,2,1,0,0
S00163476,21,24,6,4,1,0,1,0
S00163477,13,15,4,5,6,0,0,0
S00163478,13,19,7,6,6,0,2,0
S00163479,15,26,12,14,1,0,0,0
S00163480,8,21,8,8,1,0,0,0
S00163481,14,9,5,2,3,0,0,1
S00163482,52,13,4,7,1,0,1,0
S00163483,10,25,10,7,1,0,1,0
S00163484,24,26,5,4,1,2,0,0
S00163485,11,10,7,1,2,1,1,0
S00163486,2,13,8,9,5,2,1,0
S00163487,19,18,6,5,2,0,0,0
S00163488,33,13,6,1,2,0,0,2
S00163489,12,15,13,2,0,0,0,0
S00163490,18,17,17,6,3,0,1,0
S00163491,21,29,10,6,2,1,1,0
S00163492,10,29,4,4,2,0,1,1
S00163493,24,17,4,4,1,0,0,0
S00163494,8,15,3,2,3,1,0,0
S00163495,10,11,6,5,2,0,1,0
S00163496,23,18,7,6,2,0,0,1
S00163497,22,16,10,3,1,0,1,0
S00163498,2,14,8,7,0,0,0,0
S00163499,23,18,2,3,1,0,0,0
S00163500,21,7,6,6,1,0,1,0
S00163501,18,19,5,5,2,2,0,0
S00163502,14,21,11,13,3,0,0,0
S00163503,22,10,11,8,0,0,0,3
S00163504,10,28,6,1,1,0,0,0
S00163505,14,13,7,1,0,1,2,0
S00163506,15,16,5,2,0,1,1,0
S00163507,15,19,8,6,1,1,0,0
S00163508,15,22,9,4,1,1,0,1
S00163509,34,31,5,2,0,1,0,0
S00163510,35,27,3,1,1,0,1,1
S00163511,25,12,10,7,0,1,1,0
S00163512,17,13,8,7,1,2,1,2
S00163513,27,20,8,10,3,1,0,1
S00163514,2,22,4,3,3,0,0,1
S00163515,19,17,11,1,0,0,0,0
S00163516,43,8,0,0,0,0,0,1
S00163517,14,26,11,9,4,3,0,0
