areacode,urban,rural
S00162937,0,41
S00162938,0,31
S00162939,0,36
S00162940,0,29
S00162941,0,68
S00162942,0,38
S00162943,0,51
S00162944,0,45
S00162945,0,84
S00162946,0,78
S00162947,0,42
S00162948,0,31
S00162949,0,68
S00162950,0,68
S00162951,0,46
S00162952,0,31
S00162953,0,27
S00162954,0,46
S00162955,0,53
S00162956,0,75
S00162957,0,40
S00162958,0,74
S00162959,0,32
S00162960,0,37
S00162961,0,36
S00162962,0,35
S00162963,0,48
S00162964,0,38
S00162965,0,43
S00162966,0,68
S00162967,0,34
S00162968,0,67
S00162969,0,54
S00162970,0,34
S00162971,0,48
S00162972,0,55
S00162973,0,63
S00162974,0,56
S00162975,0,28
S00162976,0,38
S00162977,0,59
S00162978,0,58
S00162979,0,41
S00162980,0,80
S00162981,0,64
S00162982,0,38
S00162983,0,58
S00162984,0,51
S00162985,0,39
S00162986,0,65
S00162987,0,65
S00162988,0,40
S00162989,0,68
S00162990,0,71
S00162991,0,54
S00162992,0,37
S00162993,0,51
S00162994,0,43
S00162995,0,47
S00162996,0,59
S00162997,0,48
S00162998,0,81
S00162999,0,82
S00163000,0,41
S00163001,0,46
S00163002,0,29
S00163003,0,43
S00163004,0,53
S00163005,0,67
S00163006,0,48
S00163007,0,37
S00163008,0,68
S00163009,0,60
S00163010,0,72
S00163011,0,77
S00163012,0,59
S00163013,0,93
S00163014,0,77
S00163015,0,33
S00163016,0,65
S00163017,0,42
S00163018,0,60
S00163019,0,76
S00163020,0,63
S00163021,0,75
S00163022,0,34
S00163023,0,45
S00163024,0,73
S00163025,0,66
S00163026,0,50
S00163027,0,59
S00163028,0,46
S00163029,0,53
S00163030,0,74
S00163031,0,38
S00163032,0,44
S00163033,0,34
S00163034,60,0
S00163035,62,0
S00163036,60,0
S00163037,85,0
S00163038,57,0
S00163039,47,0
S00163040,0,44
S00163041,39,0
S00163042,55,0
S00163043,0,53
S00163044,61,0
S00163045,81,0
S00163046,49,0
S00163047,73,0
S00163048,46,0
S00163049,41,0
S00163050,0,42
S00163051,56,0
S00163052,76,0
S00163053,45,0
S00163054,59,0
S00163055,64,0
S00163056,89,0
S00163057,53,0
S00163058,48,0
S00163059,61,0
S00163060,59,0
S00163061,76,0
S00163062,52,0
S00163063,0,57
S00163064,49,0
S00163065,0,69
S00163066,41,0
S00163067,58,0
S00163068,55,0
S00163069,50,0
S00163070,50,0
S00163071,54,0
S00163072,0,55
S00163073,49,0
S00163074,62,0
S00163075,72,0
S00163076,51,0
S00163077,38,0
S00163078,51,0
S00163079,55,0
S00163080,0,47
S00163081,64,0
S00163082,51,0
S00163083,70,0
S00163084,63,0
S00163085,74,0
S00163086,47,0
S00163087,81,0
S00163088,0,40
S00163089,0,57
S00163090,0,42
S00163091,56,0
S00163092,0,69
S00163093,0,72
S00163094,0,34
S00163095,64,0
S00163096,0,75
S00163097,68,0
S00163098,56,0
S00163099,48,0
S00163100,81,0
S00163101,77,0
S00163102,0,76
S00163103,95,0
S00163104,41,0
S00163105,67,0
S00163106,34,0
S00163107,54,0
S00163108,0,76
S00163109,53,0
S00163110,70,0
S00163111,48,0
S00163112,71,0
S00163113,64,0
S00163114,36,0
S00163115,0,77
S00163116,66,0
S00163117,39,0
S00163118,54,0
S00163119,54,0
S00163120,68,0
S00163121,58,0
S00163122,55,0
S00163123,79,0
S00163124,61,0
S00163125,76,0
S00163126,40,0
S00163127,70,0
S00163128,45,0
S00163129,60,0
S00163130,66,0
S00163131,0,34
S00163132,0,65
S00163133,46,0
S00163134,54,0
S00163135,41,0
S00163136,0,48
S00163137,76,0
S00163138,76,0
S00163139,0,51
S00163140,79,0
S00163141,72,0
S00163142,63,0
S00163143,0,39
S00163144,56,0
S00163145,57,0
S00163146,0,77
S00163147,60,0
S00163148,73,0
S00163149,60,0
S00163150,66,0
S00163151,27,0
S00163152,62,0
S00163153,87,0
S00163154,76,0
S00163155,31,0
S00163156,47,0
S00163157,51,0
S00163158,57,0
S00163159,70,0
S00163160,61,0
S00163161,0,67
S00163162,67,0
S00163163,0,38
S00163164,85,0
S00163165,51,0
S00163166,49,0
S00163167,34,0
S00163168,0,51
S00163169,38,0
S00163170,41,0
S00163171,0,68
S00163172,0,43
S00163173,72,0
S00163174,32,0
S00163175,69,0
S00163176,61,0
S00163177,72,0
S00163178,39,0
S00163179,75,0
S00163180,0,43
S00163181,82,0
S00163182,72,0
S00163183,0,70
S00163184,0,65
S00163185,69,0
S00163186,48,0
S00163187,70,0
S00163188,63,0
S00163189,52,0
S00163190,67,0
S00163191,64,0
S00163192,46,0
S00163193,44,0
S00163194,67,0
S00163195,30,0
S00163196,63,0
S00163197,61,0
S00163198,0,60
S00163199,49,0
S00163200,54,0
S00163201,70,0
S00163202,64,0
S00163203,37,0
S00163204,68,0
S00163205,66,0
S00163206,63,0
S00163207,51,0
S00163208,0,48
S00163209,78,0
S00163210,43,0
S00163211,39,0
S00163212,62,0
S00163213,69,0
S00163214,63,0
S00163215,46,0
S00163216,56,0
S00163217,58,0
S00163218,60,0
S00163219,71,0
S00163220,73,0
S00163221,42,0
S00163222,77,0
S00163223,56,0
S00163224,48,0
S00163225,78,0
S00163226,43,0
S00163227,0,32
S00163228,85,0
S00163229,67,0
S00163230,57,0
S00163231,69,0
S00163232,64,0
S00163233,65,0
S00163234,50,0
S00163235,81,0
S00163236,0,34
S00163237,0,42
S00163238,44,0
S00163239,73,0
S00163240,52,0
S00163241,48,0
S00163242,53,0
S00163243,51,0
S00163244,64,0
S00163245,54,0
S00163246,61,0
S00163247,60,0
S00163248,54,0
S00163249,51,0
S00163250,41,0
S00163251,49,0
S00163252,32,0
S00163253,37,0
S00163254,38,0
S00163255,45,0
S00163256,55,0
S00163257,70,0
S00163258,49,0
S00163259,44,0
S00163260,0,71
S00163261,42,0
S00163262,48,0
S00163263,54,0
S00163264,42,0
S00163265,38,0
S00163266,61,0
S00163267,61,0
S00163268,39,0
S00163269,36,0
S00163270,54,0
S00163271,66,0
S00163272,53,0
S00163273,60,0
S00163274,72,0
S00163275,62,0
S00163276,37,0
S00163277,38,0
S00163278,74,0
S00163279,80,0
S00163280,43,0
S00163281,47,0
S00163282,54,0
S00163283,41,0
S00163284,72,0
S00163285,45,0
S00163286,36,0
S00163287,42,0
S00163288,52,0
S00163289,49,0
S00163290,59,0
S00163291,57,0
S00163292,77,0
S00163293,37,0
S00163294,54,0
S00163295,44,0
S00163296,47,0
S00163297,48,0
S00163298,64,0
S00163299,54,0
S00163300,39,0
S00163301,40,0
S00163302,44,0
S00163303,49,0
S00163304,34,0
S00163305,75,0
S00163306,40,0
S00163307,77,0
S00163308,53,0
S00163309,47,0
S00163310,49,0
S00163311,59,0
S00163312,57,0
S00163313,0,54
S00163314,64,0
S00163315,67,0
S00163316,60,0
S00163317,63,0
S00163318,38,0
S00163319,52,0
S00163320,61,0
S00163321,54,0
S00163322,58,0
S00163323,0,53
S00163324,72,0
S00163325,38,0
S00163326,49,0
S00163327,56,0
S00163328,61,0
S00163329,33,0
S00163330,72,0
S00163331,63,0
S00163332,47,0
S00163333,36,0
S00163334,29,0
S00163335,57,0
S00163336,43,0
S00163337,74,0
S00163338,49,0
S00163339,56,0
S00163340,70,0
S00163341,44,0
S00163342,48,0
S00163343,55,0
S00163344,45,0
S00163345,72,0
S00163346,73,0
S00163347,57,0
S00163348,47,0
S00163349,42,0
S00163350,55,0
S00163351,0,36
S00163352,45,0
S00163353,59,0
S00163354,42,0
S00163355,44,0
S00163356,62,0
S00163357,46,0
S00163358,47,0
S00163359,60,0
S00163360,59,0
S00163361,46,0
S00163362,43,0
S00163363,79,0
S00163364,67,0
S00163365,59,0
S00163366,41,0
S00163367,52,0
S00163368,29,0
S00163369,61,0
S00163370,64,0
S00163371,52,0
S00163372,0,67
S00163373,49,0
S00163374,40,0
S00163375,59,0
S00163376,41,0
S00163377,36,0
S00163378,0,28
S00163379,46,0
S00163380,74,0
S00163381,65,0
S00163382,46,0
S00163383,0,46
S00163384,68,0
S00163385,45,0
S00163386,46,0
S00163387,42,0
S00163388,80,0
S00163389,38,0
S00163390,75,0
S00163391,41,0
S00163392,73,0
S00163393,48,0
S00163394,60,0
S00163395,63,0
S00163396,0,77
S00163397,65,0
S00163398,43,0
S00163399,43,0
S00163400,0,70
S00163401,45,0
S00163402,0,62
S00163403,48,0
S00163404,61,0
S00163405,40,0
S00163406,30,0
S00163407,83,0
S00163408,77,0
S00163409,0,62
S00163410,35,0
S00163411,0,78
S00163412,74,0
S00163413,57,0
S00163414,51,0
S00163415,0,70
S00163416,0,31
S00163417,0,66
S00163418,73,0
S00163419,40,0
S00163420,61,0
S00163421,35,0
S00163422,37,0
S00163423,0,43
S00163424,82,0
S00163425,40,0
S00163426,41,0
S00163427,0,62
S00163428,50,0
S00163429,61,0
S00163430,44,0
S00163431,47,0
S00163432,0,52
S00163433,0,58
S00163434,55,0
S00163435,68,0
S00163436,49,0
S00163437,38,0
S00163438,70,0
S00163439,55,0
S00163440,0,64
S00163441,51,0
S00163442,66,0
S00163443,39,0
S00163444,43,0
S00163445,0,51
S00163446,71,0
S00163447,41,0
S00163448,72,0
S00163449,48,0
S00163450,34,0
S00163451,42,0
S00163452,53,0
S00163453,0,36
S00163454,34,0
S00163455,47,0
S00163456,27,0
S00163457,55,0
S00163458,0,46
S00163459,44,0
S00163460,0,40
S00163461,31,0
S00163462,43,0
S00163463,46,0
S00163464,50,0
S00163465,45,0
S00163466,0,81
S00163467,36,0
S00163468,59,0
S00163469,57,0
S00163470,77,0
S00163471,0,43
S00163472,41,0
S00163473,42,0
S00163474,0,42
S00163475,0,47
S00163476,57,0
S00163477,43,0
S00163478,53,0
S00163479,68,0
S00163480,46,0
S00163481,34,0
S00163482,0,78
S00163483,0,54
S00163484,62,0
S00163485,33,0
S00163486,40,0
S00163487,50,0
S00163488,57,0
S00163489,42,0
S00163490,62,0
S00163491,70,0
S00163492,51,0
S00163493,50,0
S00163494,32,0
S00163495,35,0
S00163496,57,0
S00163497,53,0
S00163498,31,0
S00163499,0,47
S00163500,42,0
S00163501,51,0
S00163502,62,0
S00163503,54,0
S00163504,0,46
S00163505,38,0
S00163506,40,0
S00163507,50,0
S00163508,53,0
S00163509,73,0
S00163510,0,69
S00163511,56,0
S00163512,51,0
S00163513,70,0
S00163514,0,35
S00163515,48,0
S00163516,52,0
S00163517,0,67
S00163518,38,0
S00163519,60,0
S00163520,39,0
S00163521,65,0
S00163522,65,0
S00163523,47,0
S00163524,75,0
S00163525,48,0
S00163526,72,0
S00163527,79,0
S00163528,69,0
S00163529,74,0
S00163530,46,0
S00163531,71,0
S00163532,70,0
S00163533,59,0
S00163534,34,0
S00163535,45,0
S00163536,78,0
S00163537,70,0
S00163538,50,0
S00163539,68,0
S00163540,43,0
S00163541,47,0
S00163542,45,0
S00163543,39,0
S00163544,0,66
S00163545,53,0
S00163546,65,0
S00163547,48,0
S00163548,87,0
S00163549,66,0
S00163550,72,0
S00163551,77,0
S00163552,43,0
S00163553,44,0
S00163554,0,34
S00163555,43,0
S00163556,44,0
S00163557,0,61
S00163558,44,0
S00163559,39,0
S00163560,51,0
S00163561,68,0
S00163562,48,0
S00163563,37,0
S00163564,31,0
S00163565,63,0
S00163566,46,0
S00163567,39,0
S00163568,67,0
S00163569,48,0
S00163570,48,0
S00163571,39,0
S00163572,69,0
S00163573,40,0
S00163574,42,0
S00163575,69,0
S00163576,41,0
S00163577,65,0
S00163578,57,0
S00163579,63,0
S00163580,58,0
S00163581,0,78
S00163582,36,0
S00163583,74,0
S00163584,61,0
S00163585,44,0
S00163586,0,41
S00163587,77,0
S00163588,46,0
S00163589,0,29
S00163590,59,0
S00163591,35,0
S00163592,57,0
S00163593,43,0
S00163594,40,0
S00163595,42,0
S00163596,44,0
S00163597,68,0
S00163598,46,0
S00163599,54,0
S00163600,39,0
S00163601,56,0
S00163602,46,0
S00163603,39,0
S00163604,64,0
S00163605,63,0
S00163606,54,0
S00163607,44,0
S00163608,28,0
S00163609,28,0
S00163610,65,0
S00163611,66,0
S00163612,47,0
S00163613,52,0
S00163614,61,0
S00163615,35,0
S00163616,43,0
S00163617,51,0
S00163618,42,0
S00163619,43,0
S00163620,56,0
S00163621,51,0
S00163622,62,0
S00163623,51,0
S00163624,56,0
S00163625,59,0
S00163626,71,0
S00163627,34,0
S00163628,47,0
S00163629,44,0
S00163630,76,0
S00163631,67,0
S00163632,65,0
S00163633,45,0
S00163634,52,0
S00163635,67,0
S00163636,79,0
S00163637,49,0
S00163638,71,0
S00163639,63,0
S00163640,58,0
S00163641,0,49
S00163642,0,46
S00163643,54,0
S00163644,43,0
S00163645,59,0
S00163646,41,0
S00163647,36,0
S00163648,80,0
S00163649,61,0
S00163650,50,0
S00163651,63,0
S00163652,47,0
S00163653,72,0
S00163654,0,74
S00163655,51,0
S00163656,33,0
S00163657,0,69
S00163658,49,0
S00163659,34,0
S00163660,0,41
S00163661,50,0
S00163662,49,0
S00163663,66,0
S00163664,0,75
S00163665,80,0
S00163666,72,0
S00163667,63,0
S00163668,59,0
S00163669,67,0
S00163670,0,77
S00163671,70,0
S00163672,33,0
S00163673,79,0
S00163674,59,0
S00163675,0,68
S00163676,67,0
S00163677,27,0
S00163678,76,0
S00163679,34,0
S00163680,46,0
S00163681,34,0
S00163682,0,61
S00163683,39,0
S00163684,55,0
S00163685,60,0
S00163686,42,0
S00163687,0,52
S00163688,44,0
S00163689,53,0
S00163690,0,47
S00163691,0,41
S00163692,0,72
S00163693,0,61
S00163694,0,33
S00163695,0,57
S00163696,0,75
S00163697,0,32
S00163698,0,43
S00163699,0,59
S00163700,0,55
S00163701,0,59
S00163702,0,81
S00163703,0,68
S00163704,0,77
S00163705,0,63
S00163706,0,79
S00163707,0,34
S00163708,0,59
S00163709,0,72
S00163710,0,58
S00163711,0,40
S00163712,0,29
S00163713,0,67
S00163714,0,36
S00163715,0,61
S00163716,0,47
S00163717,0,39
S00163718,0,50
S00163719,0,66
S00163720,0,52
S00163721,0,53
S00163722,0,72
S00163723,0,80
S00163724,0,46
S00163725,0,51
S00163726,0,34
S00163727,0,29
S00163728,0,33
S00163729,0,77
S00163730,0,72
S00163731,0,44
S00163732,0,57
S00163733,0,63
S00163734,0,78
S00163735,0,72
S00163736,0,74
S00163737,0,48
S00163738,0,47
S00163739,0,61
S00163740,0,60
S00163741,0,49
S00163742,0,51
S00163743,0,58
S00163744,0,75
S00163745,0,79
S00163746,0,29
S00163747,0,50
S00163748,0,34
S00163749,0,54
S00163750,0,62
S00163751,0,78
S00163752,0,53
S00163753,0,62
S00163754,0,78
S00163755,0,51
S00163756,0,40
S00163757,0,52
S00163758,0,63
S00163759,0,73
S00163760,0,50
S00163761,0,44
S00163762,0,45
S00163763,0,51
S00163764,0,78
S00163765,0,67
S00163766,0,38
S00163767,0,32
S00163768,0,38
S00163769,0,43
S00163770,0,56
S00163771,0,53
S00163772,0,39
S00163773,0,43
S00163774,0,55
S00163775,0,50
S00163776,0,77
S00163777,0,30
S00163778,0,60
S00163779,0,41
S00163780,0,52
S00163781,0,37
S00163782,0,52
S00163783,0,74
S00163784,0,43
S00163785,0,32
S00163786,0,59
S00163787,0,81
S00163788,0,67
S00163789,0,48
S00163790,0,52
S00163791,0,71
S00163792,0,71
S00163793,0,45
S00163794,0,51
S00163795,0,47
S00163796,0,67
S00163797,0,52
S00163798,0,61
S00163799,0,81
S00163800,0,54
S00163801,0,44
S00163802,0,54
S00163803,0,97
S00163804,0,62
S00163805,0,74
S00163806,0,62
S00163807,0,90
S00163808,0,66
S00163809,0,49
S00163810,0,67
S00163811,0,30
S00163812,0,76
S00163813,0,56
S00163814,0,36
S00163815,0,49
S00163816,0,56
S00163817,0,29
S00163818,0,43
S00163819,0,42
S00163820,0,48
S00163821,0,40
S00163822,0,48
S00163823,0,57
S00163824,0,56
S00163825,0,68
S00163826,0,32
S00163827,0,57
S00163828,0,60
S00163829,0,35
S00163830,0,31
S00163831,0,48
S00163832,0,40
S00163833,0,38
S00163834,0,38
S00163835,0,39
S00163836,0,66
S00163837,0,73
S00163838,0,53
S00163839,0,54
S00163840,0,45
S00163841,0,70
S00163842,0,32
S00163843,0,49
S00163844,0,52
S00163845,0,68
S00163846,0,29
S00163847,0,36
S00163848,0,44
S00163849,0,55
S00163850,0,52
S00163851,0,43
S00163852,0,48
S00163853,0,38
S00163854,0,79
S00163855,0,62
S00163856,0,79
S00163857,0,44
S00163858,0,37
S00163859,0,67
S00163860,0,41
S00163861,0,80
S00163862,0,66
S00163863,0,56
S00163864,0,70
S00163865,0,59
S00163866,0,41
S00163867,0,36
S00163868,0,36
S00163869,0,80
S00163870,0,44
S00163871,0,46
S00163872,0,78
S00163873,0,66
S00163874,0,63
S00163875,0,49
S00163876,0,31
S00163877,0,64
S00163878,0,50
S00163879,0,28
S00163880,0,35
S00163881,0,67
S00163882,0,47
S00163883,0,44
S00163884,0,51
S00163885,0,49
S00163886,0,31
S00163887,0,70
S00163888,0,33
S00163889,0,31
S00163890,0,78
S00163891,0,89
S00163892,0,46
S00163893,0,47
S00163894,0,53
S00163895,0,71
S00163896,0,71
S00163897,0,70
S00163898,0,57
S00163899,0,64
S00163900,0,56
S00163901,0,46
S00163902,0,67
S00163903,0,37
S00163904,0,59
S00163905,0,34
S00163906,0,46
S00163907,0,71
S00163908,0,81
S00163909,0,55
S00163910,0,72
S00163911,0,32
S00163912,0,42
S00163913,0,63
S00163914,0,48
S00163915,0,60
S00163916,0,47
S00163917,0,65
S00163918,0,30
S00163919,0,47
S00163920,0,50
S00163921,0,61
S00163922,0,66
S00163923,0,38
S00163924,0,48
S00163925,0,58
S00163926,0,36
S00163927,0,72
S00163928,0,60
S00163929,0,46
S00163930,0,37
S00163931,0,38
S00163932,0,63
S00163933,0,57
S00163934,0,32
S00163935,0,86
S00163936,0,38
S00163937,0,55
S00163938,0,52
S00163939,0,60
S00163940,0,71
S00163941,0,69
S00163942,0,79
S00163943,0,40
S00163944,0,71
S00163945,0,43
S00163946,0,70
S00163947,0,80
S00163948,0,90
S00163949,0,65
S00163950,0,66
S00163951,0,84
S00163952,0,43
S00163953,0,59
S00163954,0,55
S00163955,0,66
S00163956,56,0
S00163957,82,0
S00163958,45,0
S00163959,74,0
S00163960,52,0
S00163961,49,0
S00163962,47,0
S00163963,77,0
S00163964,57,0
S00163965,79,0
S00163966,36,0
S00163967,46,0
S00163968,70,0
S00163969,60,0
S00163970,34,0
S00163971,42,0
S00163972,50,0
S00163973,0,36
S00163974,52,0
S00163975,47,0
S00163976,55,0
S00163977,55,0
S00163978,42,0
S00163979,58,0
S00163980,50,0
S00163981,32,0
S00163982,33,0
S00163983,47,0
S00163984,53,0
S00163985,58,0
S00163986,49,0
S00163987,44,0
S00163988,71,0
S00163989,44,0
S00163990,45,0
S00163991,75,0
S00163992,36,0
S00163993,46,0
S00163994,52,0
S00163995,44,0
S00163996,59,0
S00163997,60,0
S00163998,54,0
S00163999,65,0
S00164000,50,0
S00164001,64,0
S00164002,41,0
S00164003,76,0
S00164004,41,0
S00164005,55,0
S00164006,38,0
S00164007,67,0
S00164008,72,0
S00164009,71,0
S00164010,69,0
S00164011,76,0
S00164012,78,0
S00164013,62,0
S00164014,0,30
S00164015,39,0
S00164016,57,0
S00164017,51,0
S00164018,67,0
S00164019,56,0
S00164020,65,0
S00164021,78,0
S00164022,64,0
S00164023,50,0
S00164024,36,0
S00164025,55,0
S00164026,63,0
S00164027,63,0
S00164028,33,0
S00164029,42,0
S00164030,56,0
S00164031,41,0
S00164032,77,0
S00164033,53,0
S00164034,33,0
S00164035,57,0
S00164036,32,0
S00164037,0,45
S00164038,61,0
S00164039,0,67
S00164040,53,0
S00164041,52,0
S00164042,46,0
S00164043,0,41
S00164044,75,0
S00164045,48,0
S00164046,48,0
S00164047,0,78
S00164048,50,0
S00164049,36,0
S00164050,45,0
S00164051,0,44
S00164052,0,70
S00164053,0,73
S00164054,0,60
S00164055,0,89
S00164056,0,87
S00164057,0,52
S00164058,0,30
S00164059,0,47
S00164060,0,37
S00164061,0,56
S00164062,0,41
S00164063,0,44
S00164064,0,52
S00164065,0,53
S00164066,0,39
S00164067,0,43
S00164068,0,54
S00164069,0,43
S00164070,0,47
S00164071,0,50
S00164072,0,91
S00164073,0,36
S00164074,0,68
S00164075,0,67
S00164076,0,55
S00164077,0,76
S00164078,0,54
S00164079,0,45
S00164080,0,56
S00164081,0,66
S00164082,0,49
S00164083,0,38
S00164084,0,34
S00164085,0,60
S00164086,0,69
S00164087,0,33
S00164088,0,54
S00164089,54,0
S00164090,55,0
S00164091,58,0
S00164092,36,0
S00164093,42,0
S00164094,72,0
S00164095,71,0
S00164096,55,0
S00164097,41,0
S00164098,56,0
S00164099,56,0
S00164100,58,0
S00164101,74,0
S00164102,84,0
S00164103,77,0
S00164104,53,0
S00164105,55,0
S00164106,57,0
S00164107,46,0
S00164108,26,0
S00164109,65,0
S00164110,53,0
S00164111,41,0
S00164112,44,0
S00164113,78,0
S00164114,47,0
S00164115,80,0
S00164116,57,0
S00164117,75,0
S00164118,36,0
S00164119,44,0
S00164120,55,0
S00164121,49,0
S00164122,58,0
S00164123,36,0
S00164124,47,0
S00164125,53,0
S00164126,32,0
S00164127,50,0
S00164128,51,0
S00164129,36,0
S00164130,58,0
S00164131,43,0
S00164132,42,0
S00164133,45,0
S00164134,70,0
S00164135,52,0
S00164136,54,0
S00164137,61,0
S00164138,44,0
S00164139,55,0
S00164140,67,0
S00164141,53,0
S00164142,47,0
S00164143,56,0
S00164144,46,0
S00164145,68,0
S00164146,51,0
S00164147,49,0
S00164148,81,0
S00164149,25,0
S00164150,79,0
S00164151,80,0
S00164152,62,0
S00164153,46,0
S00164154,43,0
S00164155,79,0
S00164156,54,0
S00164157,47,0
S00164158,49,0
S00164159,51,0
S00164160,43,0
S00164161,48,0
S00164162,68,0
S00164163,48,0
S00164164,42,0
S00164165,68,0
S00164166,56,0
S00164167,58,0
S00164168,51,0
S00164169,48,0
S00164170,44,0
S00164171,52,0
S00164172,46,0
S00164173,81,0
S00164174,67,0
S00164175,36,0
S00164176,41,0
S00164177,54,0
S00164178,51,0
S00164179,53,0
S00164180,33,0
S00164181,38,0
S00164182,30,0
S00164183,52,0
S00164184,41,0
S00164185,61,0
S00164186,62,0
S00164187,74,0
S00164188,40,0
S00164189,74,0
S00164190,48,0
S00164191,48,0
S00164192,40,0
S00164193,40,0
S00164194,41,0
S00164195,47,0
S00164196,49,0
S00164197,51,0
S00164198,43,0
S00164199,76,0
S00164200,61,0
S00164201,69,0
S00164202,46,0
S00164203,67,0
S00164204,43,0
S00164205,48,0
S00164206,69,0
S00164207,40,0
S00164208,48,0
S00164209,49,0
S00164210,46,0
S00164211,42,0
S00164212,42,0
S00164213,47,0
S00164214,44,0
S00164215,55,0
S00164216,52,0
S00164217,57,0
S00164218,58,0
S00164219,58,0
S00164220,73,0
S00164221,51,0
S00164222,83,0
S00164223,78,0
S00164224,41,0
S00164225,34,0
S00164226,62,0
S00164227,53,0
S00164228,53,0
S00164229,54,0
S00164230,0,63
S00164231,28,0
S00164232,58,0
S00164233,61,0
S00164234,66,0
S00164235,46,0
S00164236,37,0
S00164237,37,0
S00164238,76,0
S00164239,47,0
S00164240,55,0
S00164241,88,0
S00164242,41,0
S00164243,45,0
S00164244,31,0
S00164245,30,0
S00164246,29,0
S00164247,81,0
S00164248,56,0
S00164249,68,0
S00164250,32,0
S00164251,25,0
S00164252,81,0
S00164253,55,0
S00164254,50,0
S00164255,79,0
S00164256,51,0
S00164257,48,0
S00164258,70,0
S00164259,68,0
S00164260,49,0
S00164261,68,0
S00164262,48,0
S00164263,75,0
S00164264,53,0
S00164265,62,0
S00164266,55,0
S00164267,52,0
S00164268,37,0
S00164269,44,0
S00164270,31,0
S00164271,86,0
S00164272,56,0
S00164273,54,0
S00164274,58,0
S00164275,40,0
S00164276,48,0
S00164277,34,0
S00164278,74,0
S00164279,69,0
S00164280,51,0
S00164281,79,0
S00164282,41,0
S00164283,80,0
S00164284,57,0
S00164285,73,0
S00164286,42,0
S00164287,67,0
S00164288,68,0
S00164289,51,0
S00164290,41,0
S00164291,46,0
S00164292,80,0
S00164293,77,0
S00164294,52,0
S00164295,83,0
S00164296,82,0
S00164297,54,0
S00164298,45,0
S00164299,26,0
S00164300,53,0
S00164301,81,0
S00164302,55,0
S00164303,49,0
S00164304,57,0
S00164305,63,0
S00164306,46,0
S00164307,64,0
S00164308,81,0
S00164309,75,0
S00164310,69,0
S00164311,56,0
S00164312,72,0
S00164313,82,0
S00164314,71,0
S00164315,39,0
S00164316,62,0
S00164317,72,0
S00164318,39,0
S00164319,38,0
S00164320,43,0
S00164321,57,0
S00164322,72,0
S00164323,64,0
S00164324,65,0
S00164325,55,0
S00164326,51,0
S00164327,50,0
S00164328,50,0
S00164329,61,0
S00164330,35,0
S00164331,45,0
S00164332,45,0
S00164333,59,0
S00164334,34,0
S00164335,46,0
S00164336,78,0
S00164337,48,0
S00164338,49,0
S00164339,57,0
S00164340,38,0
S00164341,81,0
S00164342,45,0
S00164343,52,0
S00164344,59,0
S00164345,54,0
S00164346,77,0
S00164347,46,0
S00164348,69,0
S00164349,70,0
S00164350,48,0
S00164351,54,0
S00164352,66,0
S00164353,53,0
S00164354,67,0
S00164355,61,0
S00164356,45,0
S00164357,67,0
S00164358,38,0
S00164359,41,0
S00164360,42,0
S00164361,65,0
S00164362,40,0
S00164363,42,0
S00164364,76,0
S00164365,44,0
S00164366,58,0
S00164367,51,0
S00164368,44,0
S00164369,35,0
S00164370,58,0
S00164371,70,0
S00164372,43,0
S00164373,78,0
S00164374,37,0
S00164375,48,0
S00164376,75,0
S00164377,63,0
S00164378,43,0
S00164379,32,0
S00164380,61,0
S00164381,88,0
S00164382,68,0
S00164383,40,0
S00164384,57,0
S00164385,51,0
S00164386,68,0
S00164387,61,0
S00164388,49,0
S00164389,63,0
S00164390,59,0
S00164391,47,0
S00164392,78,0
S00164393,53,0
S00164394,63,0
S00164395,90,0
S00164396,64,0
S00164397,66,0
S00164398,50,0
S00164399,58,0
S00164400,56,0
S00164401,35,0
S00164402,63,0
S00164403,54,0
S00164404,67,0
S00164405,94,0
S00164406,57,0
S00164407,74,0
S00164408,56,0
S00164409,35,0
S00164410,57,0
S00164411,43,0
S00164412,77,0
S00164413,35,0
S00164414,55,0
S00164415,55,0
S00164416,54,0
S00164417,47,0
S00164418,30,0
S00164419,52,0
S00164420,90,0
S00164421,72,0
S00164422,72,0
S00164423,66,0
S00164424,53,0
S00164425,41,0
S00164426,40,0
S00164427,36,0
S00164428,57,0
S00164429,40,0
S00164430,29,0
S00164431,56,0
S00164432,79,0
S00164433,59,0
S00164434,64,0
S00164435,49,0
S00164436,69,0
S00164437,47,0
S00164438,46,0
S00164439,39,0
S00164440,74,0
S00164441,33,0
S00164442,48,0
S00164443,88,0
S00164444,49,0
S00164445,46,0
S00164446,88,0
S00164447,46,0
S00164448,37,0
S00164449,53,0
S00164450,55,0
S00164451,70,0
S00164452,0,55
S00164453,44,0
S00164454,75,0
S00164455,68,0
S00164456,39,0
S00164457,39,0
S00164458,49,0
S00164459,48,0
S00164460,66,0
S00164461,43,0
S00164462,71,0
S00164463,0,68
S00164464,46,0
S00164465,80,0
S00164466,45,0
S00164467,39,0
S00164468,40,0
S00164469,69,0
S00164470,49,0
S00164471,64,0
S00164472,59,0
S00164473,59,0
S00164474,64,0
S00164475,82,0
S00164476,48,0
S00164477,52,0
S00164478,36,0
S00164479,57,0
S00164480,76,0
S00164481,79,0
S00164482,67,0
S00164483,78,0
S00164484,37,0
S00164485,70,0
S00164486,82,0
S00164487,48,0
S00164488,71,0
S00164489,40,0
S00164490,53,0
